id,authors,year_of_publication,title,abbreviation,journal_name,journal_volume,journal_issue,pages,created_at,updated_at      ,abstract
720,"Gomez-Alonso S., Desamparados-Salvador M., Fregapane G.",2002,Phenolic compounds profile of Cornicabra virgin olive oil,GOMEZ-ALONSO 2002,Journal of Agricultural and Food Chemistry,50,,6812-6817,2007-07-11 13:38:29 UTC,2015-04-14 13:43:02 UTC      ,"1. J Agric Food Chem. 2002 Nov 6;50(23):6812-7. doi: 10.1021/jf0205211.

Phenolic compounds profile of cornicabra virgin olive oil.

Gómez-Alonso S(1), Salvador MD, Fregapane G.

Author information:
(1)Departamento de Química Analítica y Tecnología de Alimentos, Facultad de 
Químicas, Universidad de Castilla-La Mancha, Avenida Camilo José Cela 10, 13071 
Ciudad Real, Spain.

This study presents the phenolic compounds profile of commercial Cornicabra 
virgin olive oils from five successive crop seasons (1995/1996 to 1999/2000; n = 
97), determined by solid phase extraction reversed phase high-performance liquid 
chromatography (SPE RP-HPLC), and its relationship with oxidative stability, 
processing conditions, and a preliminary study on variety classification. The 
median of total phenols content was 38 ppm (as syringic acid), although a wide 
range was observed, from 11 to 76 ppm. The main phenols found were the 
dialdehydic form of elenolic acid linked to tyrosol (p-HPEA-EDA; 9 +/- 7 ppm, as 
median and interquartile range), oleuropein aglycon (8 +/- 6 ppm), and the 
dialdehydic form of elenolic acid linked to hydroxytyrosol (3,4-DHPEA-EDA; 5 +/- 
8 ppm). In many cases the correlation with oxidative stability was higher when 
the sum of the dialdehydic form of elenolic acid linked to hydroxytyrosol 
(3,4-DHPEA-EDA) and oleuropein aglycon (r (2) = 0.91-0.96) or the sum of these 
two and hydroxytyrosol (r (2) = 0.90-0.97) was considered than was observed with 
HPLC total phenols (r (2)= 0.91-0.95) and especially with colorimetric 
determination of total polyphenols and o-diphenols (r (2) = 0.77-0.95 and 
0.78-0.92, respectively). 3,4-DHPEA-EDA, p-HPEA-EDA, the aglycons of oleuropein 
and ligstroside, and HPLC total phenols content presented highly significant 
differences (p = 0.001-0.010) with respect to the dual- and triple-phase 
extraction systems used, whereas colorimetric total polyphenols content did not 
(p = 0.348) and o-diphenols showed a much lower significant difference (p = 
0.031). The five variables that most satisfactorily classified the principal 
commercial Spanish virgin olive oil varieties were 1-acetoxypinoresinol, 
4-(acetoxyethyl)-1,2-dihydroxybenzene (3,4-DHPEA-AC), ligstroside aglycon, 
p-HPEA-EDA, and RT 43.3 contents.

DOI: 10.1021/jf0205211
PMID: 12405780 [Indexed for MEDLINE]"
724,"Gomez-Alonso S., Fregapane G., Desamparados-Salvador M., Gordon M.H.",2003,Changes in phenolic composition and antioxidant activity of virgin olive oil during frying,GOMEZ-ALONSO 2003,Journal of Agricultural and Food Chemistry,51,,667-672,2007-07-11 13:46:04 UTC,2015-04-14 13:43:03 UTC      ,"1. J Agric Food Chem. 2003 Jan 29;51(3):667-72. doi: 10.1021/jf025932w.

Changes in phenolic composition and antioxidant activity of virgin olive oil 
during frying.

Gómez-Alonso S(1), Fregapane G, Salvador MD, Gordon MH.

Author information:
(1)Departamento de Química Analítica y Tecnología de los Alimentos, Facultad de 
Químicas, Universidad de Castilla-La Mancha, Avenida Camilo José Cela, 10, 13071 
Ciudad Real, Spain.

The concentration of hydroxytyrosol (3,4-DHPEA) and its secoiridoid derivatives 
(3,4-DHPEA-EDA and 3,4-DHPEA-EA) in virgin olive oil decreased rapidly when the 
oil was repeatedly used for preparing french fries in deep-fat frying 
operations. At the end of the first frying process (10 min at 180 degrees C), 
the concentration of the dihydroxyphenol components was reduced to 50-60% of the 
original value, and after six frying operations only about 10% of the initial 
components remained. However, tyrosol (p-HPEA) and its derivatives (p-HPEA-EDA 
and p-HPEA-EA) in the oil were much more stable during 12 frying operations. The 
reduction in their original concentration was much smaller than that for 
hydroxytyrosol and its derivatives and showed a roughly linear relationship with 
the number of frying operations. The antioxidant activity of the phenolic 
extract measured using the DPPH test rapidly diminished during the first six 
frying processes, from a total antioxidant activity higher than 740 micromol of 
Trolox/kg down to less than 250 micromol/kg. On the other hand, the 
concentration of polar compounds, oxidized triacylglycerol monomers (oxTGs), 
dimeric TGs, and polymerized TGs rapidly increased from the sixth frying 
operation onward, when the antioxidant activity of the phenolic extract was very 
low, and as a consequence the oil was much more susceptible to oxidation. The 
loss of antioxidant activity in the phenolic fraction due to deep-fat frying was 
confirmed by the storage oil and oil-in-water emulsions containing added 
extracts from olive oil used for 12 frying operations.

DOI: 10.1021/jf025932w
PMID: 12537439 [Indexed for MEDLINE]"
762,"Gomez-Rico A., Desamparados Salvador M., La Greca M., Fregapane G.",2006,Phenolic and volatile compounds of extra virgin olive oil (Olea europaea L. cv. Cornicabra) with regard to fruit ripening and irrigation management,GOMEZ-RICO 2006,Journal of Agricultural and Food Chemistry,54,,7130-7136,2015-04-13 21:45:27 UTC,2015-04-14 13:43:03 UTC      ,"1. J Agric Food Chem. 2006 Sep 20;54(19):7130-6. doi: 10.1021/jf060798r.

Phenolic and volatile compounds of extra virgin olive oil (Olea europaea L. Cv. 
Cornicabra) with regard to fruit ripening and irrigation management.

Gómez-Rico A(1), Salvador MD, La Greca M, Fregapane G.

Author information:
(1)Departamento de Química Analítica y Tecnología de los Alimentos, Universidad 
de Castilla-La Mancha, Ciudad Real, Spain.

This study investigated the effect of both the degree of ripening of the olive 
fruit and irrigation management-rain-fed, two different regulated deficit 
irrigations (RDI), the method proposed by the Food and Agriculture Organization 
of the United Nations (known as FAO), and 125 FAO (125% FAO)-on the phenolic and 
volatile composition of Cornicabra virgin olive oils obtained during two crop 
seasons. Secoiridoid phenolic derivatives greatly decreased upon increase of 
both irrigation and ripening, for example, the 3,4-DHPEA-EDA content decreased 
from 770 to 450 mg/kg through fruit ripening under rain-fed conditions and from 
676 to 388 mg/kg from rain-fed conditions to FAO irrigation treatment (at a 
ripeness index of approximately 4). Moreover, secoiridoid derivatives of 
hydroxytyrosol decreased more than those of tyrosol. The levels of major 
volatile components decreased in the course of ripening but were higher in 
irrigated olive oils: for example, the E-2-hexenal content ranged between 4.2 
and 2.6 mg/kg (expressed as 4-methyl-2-pentanol) over fruit maturation under 
rain-fed conditions and between 8.0 and 3.5 mg/kg under FAO scheduling. It is 
important to note that where water was applied only from the beginning of August 
(RDI-2), when oil begins to accumulate in the fruit, the resulting virgin olive 
oil presented a phenol and volatile profile similar to those of the FAO and 125 
FAO methods, but with a considerable reduction in the amount of water supplied 
to the olive orchard.

DOI: 10.1021/jf060798r
PMID: 16968073 [Indexed for MEDLINE]"
861,"Gomez-Rico A., Fregapane G., Salvador M.D.",2008,Effect of cultivar and ripening on minor components in Spanish olive fruits and their corresponding virgin olive oils,GOMEZ-RICO 2008,Food Research International,41,,433-440,2015-04-13 21:45:28 UTC,2015-04-13 21:45:28 UTC      ,
1231,"Goncalves B., Landbo A.K., Let M., Silva A.P., Rosa E., Meyer A.S.",2004,Storage affects the phenolic profiles and antioxidant activities of cherries (Prunus avium L) on human low-density lipoproteins,GONCALVES 2004_01,Journal of the Science of Food and Agriculture,84,9,1013-1020,2012-12-01 22:21:08 UTC,2015-04-13 21:45:30 UTC      ,
1230,"Goncalves B., Landbo A.K., Knudsen D., Silva A.P., Moutinho-Pereira J., Rosa E., Meyer A.S.",2004,Effect of ripeness and postharvest storage on the phenolic profiles of cherries (Prunus avium L.),GONCALVES 2004_02,Journal of Agricultural and Food Chemistry,52,3,523-530,2012-12-01 22:21:08 UTC,2015-04-14 13:43:05 UTC      ,"1. J Agric Food Chem. 2004 Feb 11;52(3):523-30. doi: 10.1021/jf030595s.

Effect of ripeness and postharvest storage on the phenolic profiles of Cherries 
(Prunus avium L.).

Gonçalves B(1), Landbo AK, Knudsen D, Silva AP, Moutinho-Pereira J, Rosa E, 
Meyer AS.

Author information:
(1)Department of Biological and Environmental Engineering, CETAV, University of 
Trás-os-Montes e Alto Douro, Apartado 1013, 5001-911 Vila Real, Portugal. 
bertag@utad.pt

The phenolic compounds hydroxycinnamates, anthocyanins, flavonols, and 
flavan-3-ols of sweet cherry cultivars Burlat, Saco, Summit, and Van harvested 
in 2001 and 2002 were quantified by HPLC-DAD. Phenolics were analyzed at 
partially ripe and ripe stages and during storage at 15 +/- 5 degrees C (room 
temperature) and 1-2 degrees C (cool temperature). Neochlorogenic and 
p-coumaroylquinic acids were the main hydroxycinnamic acid derivatives, but 
chlorogenic acid was also identified in all cultivars. The 3-glucoside and 
3-rutinoside of cyanidin were the major anthocyanins. Peonidin and pelargonidin 
3-rutinosides were the minor anthocyanins, and peonidin 3-glucoside was also 
present in cvs. Burlat and Van. Epicatechin was the main monomeric flavan-3-ol 
with catechin present in smaller amounts in all cultivars. The flavonol rutin 
was also detected. Cultivar Saco contained the highest amounts of phenolics [227 
mg/100 g of fresh weight (fw)] and cv. Van the lowest (124 mg/100 g of fw). 
Phenolic acid contents generally decreased with storage at 1-2 degrees C and 
increased with storage at 15 +/- 5 degrees C. Anthocyanin levels increased at 
both storage temperatures. In cv. Van the anthocyanins increased up to 5-fold 
during storage at 15 +/- 5 degrees C (from 47 to 230 mg/100 g of fw). Flavonol 
and flavan-3-ol contents remained quite constant. For all cultivars the levels 
of phenolic acids were higher in 2001 and the anthocyanin levels were higher in 
2002, which suggest a significant influence of climatic conditions on these 
compounds.

DOI: 10.1021/jf030595s
PMID: 14759143 [Indexed for MEDLINE]"
1229,"Goncalves B., Borges O., Costa H.S., Bennett R., Santos M., Silva A.P.",2010,"Metabolite composition of chestnut (Castanea sativa Mill.) upon cooking: Proximate analysis, fibre, organic acids and phenolics",GONCALVES 2010,Food Chemistry,122,1,154-160,2012-12-01 22:21:08 UTC,2015-04-13 21:45:30 UTC      ,
1025,"Gonthier M.P., Verny M.A., Besson C., Remesy C., Scalbert A.",2003,Chlorogenic acid bioavailability largely depends on its metabolism by the gut microflora in rats,GONTHIER 2003_01,J Nutr,133,6,1853-9,2015-04-13 21:45:29 UTC,2015-04-14 13:43:06 UTC      ,"1. J Nutr. 2003 Jun;133(6):1853-9. doi: 10.1093/jn/133.6.1853.

Chlorogenic acid bioavailability largely depends on its metabolism by the gut 
microflora in rats.

Gonthier MP(1), Verny MA, Besson C, Rémésy C, Scalbert A.

Author information:
(1)Unité des Maladies Métaboliques et Micronutriments, INRA Theix, 63122 
Saint-Genès-Champanelle, France. gonthier@clermont.inra.fr

Chlorogenic acid, the ester of caffeic acid with quinic acid, is one of the most 
abundant polyphenols in the human diet with coffee, fruits and vegetables as its 
major sources. Its antioxidant and anticarcinogenic properties have been well 
established in animal studies. However, little is known about its gut absorption 
and metabolism. In the present work, four groups of rats (n = 8) were fed a diet 
supplemented with chlorogenic, caffeic or quinic acids (250 micromol/d) or an 
unsupplemented diet for 8 d. Parent compounds and their metabolites were 
estimated in urine (24-h collection) and plasma by HPLC-electrospray 
ionization-tandem mass spectrometry. Significant differences in their levels 
were observed among the groups. The recovery of chlorogenic acid in urine was 
low (0.8%, mol/mol), and the total urinary excretion of caffeic acid liberated 
by hydrolysis of chlorogenic acid and its tissular methylated metabolites 
(ferulic and isoferulic acids) did not account for >0.5% (mol/mol) of the dose 
ingested. On the other hand, the metabolites of microbial origin, namely, 
m-coumaric acid and derivatives of phenylpropionic, benzoic and hippuric acids, 
represented the major compounds in both urine and plasma. Hippuric acid largely 
originated from the transformation of the quinic acid moiety, and all other 
metabolites from the caffeic acid moiety. These microbial metabolites accounted 
for 57.4% (mol/mol) of the chlorogenic acid intake. Such a high abundance of 
microbial metabolites shows that the bioavailability of chlorogenic acid depends 
largely on its metabolism by the gut microflora. Their potential importance in 
explaining the biological effects of dietary polyphenols is emphasized.

DOI: 10.1093/jn/133.6.1853
PMID: 12771329 [Indexed for MEDLINE]"
1045,"Gonthier M.P., Donovan J.L., Texier O., Felgines C., Remesy C., Scalbert A.",2003,Metabolism of dietary procyanidins in rats,GONTHIER 2003_02,Free Radic Biol Med,35,8,837-44,2015-04-13 21:45:29 UTC,2015-04-14 13:43:06 UTC      ,"1. Free Radic Biol Med. 2003 Oct 15;35(8):837-44. doi: 
10.1016/s0891-5849(03)00394-0.

Metabolism of dietary procyanidins in rats.

Gonthier MP(1), Donovan JL, Texier O, Felgines C, Remesy C, Scalbert A.

Author information:
(1)Unité des Maladies Métaboliques et Micronutriments, INRA Theix, 
Saint-Genès-Champanelle, France.

Procyanidins are major dietary polyphenols made of elementary flavan-3-ol 
(epi)catechin units. They have antioxidant properties and may contribute to 
health benefits in humans, but little is known about their metabolic fate. We 
compared here the metabolism of procyanidin dimer B3, trimer C2, and polymer 
isolated from willow tree catkins to that of catechin monomer in rats. These 
compounds were administered in the rat diet (0.1%, w/w) for 5 d and their 
metabolites estimated in 24 h urine. In rats fed procyanidins, neither parent 
compound nor catechin derivatives could be detected in contrast to animals fed 
catechin monomer, which excreted large amounts of catechin and its 
3'-O-methylated form (25.7 +/- 0.6%). On the other hand, 16 metabolites of 
microbial origin were detected and identified as phenylvaleric, phenylpropionic, 
phenylacetic, and benzoic acid derivatives. Their total yields significantly 
decreased from the catechin monomer (10.6 +/- 1.1%) to the procyanidin dimer 
(6.5 +/- 0.2%), trimer (0.7 +/- 0.1%), and polymer (0.5 +/- 0.1%). Therefore, 
the degree of procyanidin polymerization has a major impact on their fate in the 
body characterized by a poor absorption through the gut barrier and a limited 
metabolism by the intestinal microflora as compared to catechin. This will have 
to be considered to explain the health effects of procyanidins. The contribution 
of their microbial metabolites should also be further investigated.

DOI: 10.1016/s0891-5849(03)00394-0
PMID: 14556848 [Indexed for MEDLINE]"
1044,"Gonthier M.P., Cheynier V., Donovan J.L., Manach C., Morand C., Mila I., Lapierre C., Remesy C., Scalbert A.",2003,Microbial aromatic acid metabolites formed in the gut account for a major fraction of the polyphenols excreted in urine of rats fed red wine polyphenols,GONTHIER 2003_03,J Nutr,133,2,461-7,2015-04-13 21:45:29 UTC,2015-04-13 21:45:29 UTC      ,
1232,"Gonzalez E.M., de Ancos B., Cano M.P.",2003,Relation between bioactive compounds and free radical-scavenging capacity in berry fruits during frozen storage,GONZALEZ 2003,Journal of the Science of Food and Agriculture,83,7,722-726,2012-12-01 22:21:08 UTC,2015-04-13 21:45:30 UTC      ,
910,"Gonzalez-Barrio R., Borges G., Mullen W., Crozier A.",2010,Bioavailability of Anthocyanins and Ellagitannins Following Consumption of Raspberries by Healthy Humans and Subjects with an Ileostomy,GONZALEZ-BARRIO 2010,J Agric Food Chem,In Press,,,2015-04-13 21:45:28 UTC,2015-04-14 13:43:08 UTC      ,"1. J Agric Food Chem. 2010 Apr 14;58(7):3933-9. doi: 10.1021/jf100315d.

Bioavailability of anthocyanins and ellagitannins following consumption of 
raspberries by healthy humans and subjects with an ileostomy.

González-Barrio R(1), Borges G, Mullen W, Crozier A.

Author information:
(1)Graham Kerr Building, Division of Developmental Medicine, Faculty of 
Medicine, University of Glasgow, Glasgow, UK.

The fate of anthocyanins, ellagic acid, and ellagitannins was studied following 
the consumption of 300 g of raspberries by healthy human volunteers and subjects 
with an ileostomy. Postingestion plasma and urine from the former and ileal 
fluid and urine from the latter group were collected and analyzed by 
HPLC-PDA-MS(2). Plasma from the healthy volunteers did not contain detectable 
quantities of either the native raspberry polyphenolics or their metabolites. 
The three main raspberry anthocyanins were excreted in urine in both healthy and 
ileostomy volunteers 0-7 h after ingestion, in quantities corresponding to <0.1% 
of intake. This indicates a low level of absorption in the small intestine. With 
ileostomy volunteers 40% of anthocyanins and 23% of the ellagitannin sanguiin 
H-6 were recovered in ileal fluid with the main excretion period being the first 
4 h after raspberry consumption. The recovery of ellagic acid in ileal fluid was 
241%, indicating hydrolysis of ellagitannins in the stomach and/or the small 
intestine. Urinary excretion of ellagic acid and an ellagic acid-O-glucuronide 
was <1% of intake. No intact or conjugated forms of ellagitannins were detected 
in urine from either healthy subjects or ileostomy volunteers. However, in 
healthy subjects, but not the ileostomists, ellagitannins were catabolized with 
the appearance of urolithin A-O-glucuronide, two of its isomers, and urolithin 
B-O-glucuronide in urine collected 7-48 h after raspberry consumption. There was 
marked variation in the urolithin profile of individual volunteers, indicating 
differences in the colonic microflora responsible for ellagitannin degradation.

DOI: 10.1021/jf100315d
PMID: 20218618 [Indexed for MEDLINE]"
347,"Gonzalez-Neves G., Gomez-Cordoves C., Barreiro L.",2001,"[Anthocyanic composition of Tannat, Cabernet Sauvignon and Merlot young red wines from Uruguay.]",GONZALEZ-NEVES 2001,Journal of Wine Research,12,2,125-133,2005-08-12 16:03:17 UTC,2015-04-13 21:45:25 UTC      ,
162,"Gorinstein S., Zemser M., Haruenkit R., Chuthakorn R., Grauer F., Martin-Belloso O., Trakhtenberg S.",1999,Comparative content of total polyphenols and dietary fiber in tropical fruits and persimmon,GORINSTEIN 1999,Journal of Nutritional Biochemistry,10,6,367-371,2015-04-13 21:45:23 UTC,2015-04-14 13:43:08 UTC      ,"1. J Nutr Biochem. 1999 Jun;10(6):367-71. doi: 10.1016/s0955-2863(99)00017-0.

Comparative content of total polyphenols and dietary fiber in tropical fruits 
and persimmon.

Gorinstein S(1), Zemser M, Haruenkit R, Chuthakorn R, Grauer F, Martin-Belloso 
O, Trakhtenberg S.

Author information:
(1)Department of Pharmaceutical Chemistry, School of Pharmacy, The Hebrew 
University of Jerusalem, Jerusalem, Israel.

Recent studies have shown that dietary fiber and polyphenols of vegetables and 
fruits improve lipid metabolism and prevent the oxidation of low density 
lipoprotein cholesterol (LDL-C), which hinder the development of 
atherosclerosis. The goal of this study was to measure the total polyphenol and 
dietary fiber contents of some tropical fruits (i.e., pineapple, wax apple, 
rambutan, lichi, guava, and mango) and compare the results to the content of 
these substances in the better characterized persimmon. It was found that lichi, 
guava, and ripe mango (cv. Keaw) have 3.35, 4.95, and 6.25 mg of total 
polyphenols in 100 g fresh fruit, respectively. This is significantly higher 
than in persimmon, pineapple, wax apple, mature green mango, and rambutan [P < 
0.0005 for pineapple (Smooth Cayene variant), wax apple, persimmon, rambutan, 
mature green mango (cv. Keaw); the value of P < 0.001 is found only for 
pineapple (Phuket, Queen variant)]. The same relationship was observed for the 
contents of gallic acid and of dietary fiber. It can be supposed that among the 
studied fruit, lichi, guava, and ripe mango may be preferable for dietary 
prevention of atherosclerosis.

DOI: 10.1016/s0955-2863(99)00017-0
PMID: 15539312"
502,"Gorinstein S., Caspi A., Zemser M., Trakhtenberg S.",2000,"Comparative contents of some phenolics in beer, red and white wines",GORINSTEIN 2000,Nutrition Research,20,,131-139,2007-01-02 14:58:45 UTC,2015-04-13 21:45:26 UTC      ,
22,"Gorinstein, S., Zachwieja, Z., Folta, M., Barton, H., Piotrowicz, J., Zemser, M., Weisz, M., Trakhtenberg, S., Martin-Belloso, O.",2001,"Comparative contents of dietary fiber, total phenolics, and minerals in persimmons and apples",GORINSTEIN 2001_01,Journal of Agricultural and Food Chemistry,49,,952-957,2002-04-09 09:39:47 UTC,2015-04-14 13:43:09 UTC      ,"1. J Agric Food Chem. 2001 Feb;49(2):952-7. doi: 10.1021/jf000947k.

Comparative contents of dietary fiber, total phenolics, and minerals in 
persimmons and apples.

Gorinstein S(1), Zachwieja Z, Folta M, Barton H, Piotrowicz J, Zemser M, Weisz 
M, Trakhtenberg S, Màrtín-Belloso O.

Author information:
(1)Department of Medicinal Chemistry, School of Pharmacy, The Hebrew 
University-Hadassah Medical School, P.O. Box 12065, Jerusalem 91120, Israel. 
gorin@cc.huji.ac.il

Dietary fibers, major phenolics, main minerals, and trace elements in persimmons 
and apples were analyzed and compared in order to choose a preferable fruit for 
an antiatherosclerotic diet. Fluorometry and atomic absorption spectrometry 
following microwave digestion were optimized for the determination of major 
phenolics and minerals. Total, soluble, and insoluble dietary fibers, total 
phenols, epicatechin, gallic and p-coumaric acids, and concentrations of Na, K, 
Mg, Ca, Fe, and Mn in whole persimmons, their pulps, and peels were 
significantly higher than in whole apples, pulps, and peels (P < 0.01-0.0025). 
Conversely, the contents of Cu and Zn were higher in apples than in persimmons. 
In persimmons and apples all of the above components were higher in their peels 
than in whole fruits and pulps. The relatively high contents of dietary fibers, 
total and major phenolics, main minerals, and trace elements make persimmon 
preferable for an antiatherosclerotic diet.

DOI: 10.1021/jf000947k
PMID: 11262055 [Indexed for MEDLINE]"
126,"Gorinstein S., Martin-Belloso O., Yong Seo P., Ratiporn H., Lojek A., Ciz M., Caspi A., Libman I., Trakhtenberg S.",2001,Comparison of some biochemical characteristics of different citrus fruits,GORINSTEIN 2001_02,Food Chemistry,74,3,309-315,2004-06-05 13:48:43 UTC,2015-04-13 21:45:23 UTC      ,
149,"Gorinstein S., Martin-Belloso O., Lojek A., Ciz M., Soliva-Fortuny R., Yong Seo P., Caspi A., Libman I., Trakhtenberg S.",2002,"Comparative content of some phytochemicals in Spanish apples, peaches and pears",GORINSTEIN 2002,Journal of the Science of Food and Agriculture,82,10,1166-1170,2004-10-08 10:02:34 UTC,2015-04-13 21:45:23 UTC      ,
127,"Gorinstein S., Cvikrova M., Machackova I., Ratiporn H., Yong Seo P., Soon Teck J., Yamamoto K., Martinez-Ayala A.L., Katrich E., Trakhtenberg S.",2004,Characterization of antioxidant compounds in Jaffa sweeties and white grapefruits,GORINSTEIN 2004,Food Chemistry,84,4,503-510,2004-06-05 13:48:43 UTC,2015-04-13 21:45:23 UTC      ,
1233,"Gorinstein S., Leontowicz H., Leontowicz M., Namiesnik J., Najman K., Drzewieck J., Cvikrova M., Martincova O., Katrich E., Trakhtenberg S.",2008,Comparison of the main bioactive compounds and antioxidant activities in garlic and white and red onions after treatment protocols,GORINSTEIN 2008,Journal of Agricultural and Food Chemistry,56,12,4418-4426,2012-12-01 22:21:08 UTC,2015-04-14 13:43:11 UTC      ,"1. J Agric Food Chem. 2008 Jun 25;56(12):4418-26. doi: 10.1021/jf800038h. Epub
2008  May 22.

Comparison of the main bioactive compounds and antioxidant activities in garlic 
and white and red onions after treatment protocols.

Gorinstein S(1), Leontowicz H, Leontowicz M, Namiesnik J, Najman K, Drzewiecki 
J, Cvikrová M, Martincová O, Katrich E, Trakhtenberg S.

Author information:
(1)Department of Medicinal Chemistry and Natural Products, The Hebrew 
University, Hadassah Medical School, P.O. Box 12065, Jerusalem 91120, Israel. 
gorin@cc.huji.ac.il

Polish garlic and white and red onions were subjected to blanching, boiling, 
frying, and microwaving for different periods of time, and then their bioactive 
compounds (polyphenols, flavonoids, flavanols, anthocyanins, tannins, and 
ascorbic acid) and antioxidant activities were determined. It was found that 
blanching and frying and then microwaving of garlic and onions did not decrease 
significantly the amounts of their bioactive compounds and the level of 
antioxidant activities ( P > 0.05). The HPLC profiles of free and soluble ester- 
and glycoside-bound phenolic acids showed that trans-hydroxycinnamic acids 
(caffeic, p-coumaric, ferulic, and sinapic) were as much as twice higher in 
garlic than in onions. Quercetin quantity was the highest in red onion among the 
studied vegetables. The electrophoretic separation of nonreduced garlic and 
onion proteins after boiling demonstrated their degradation in the range from 50 
to 112 kDa.

DOI: 10.1021/jf800038h
PMID: 18494496 [Indexed for MEDLINE]"
193,"Gorsel H.v., Li C., Kerbel E.L., Smits M., Kader A.A.",1992,Compositional characterization of prune juice,GORSEL 1992,Journal of Agricultural and Food Chemistry,40,5,784-789,2004-02-12 10:13:35 UTC,2015-04-13 21:45:24 UTC      ,
1299,"Goulas, V., Manganaris, G.A.",2011,The effect of postharvest ripening on strawberry bioactive composition and antioxidant potential,GOULAS 2011,Journal of the Science of Food and Agriculture,91,10,1907-1914,2015-04-13 21:45:31 UTC,2015-04-14 13:43:12 UTC      ,"1. J Sci Food Agric. 2011 Aug 15;91(10):1907-14. doi: 10.1002/jsfa.4406. Epub
2011  Apr 26.

The effect of postharvest ripening on strawberry bioactive composition and 
antioxidant potential.

Goulas V(1), Manganaris GA.

Author information:
(1)Cyprus University of Technology, Department of Agricultural Sciences, 
Biotechnology and Food Science, Lemesos 3603, Cyprus.

BACKGROUND: The aim of the present work was to evaluate the phytochemical 
profile and the antioxidant activity of strawberry fruit (cv. Camarosa) upon 
postharvest ripening at room temperature (20 °C) and to correlate them with 
qualitative attributes.
RESULTS: 'Camarosa' fruit retained an appreciable postharvest performance for up 
to 1 day shelf life; thereafter substantial quality deterioration was observed. 
An increased phenolic content, mainly attributed to hydroxycinnamic acids, 
flavonols and anthocyanins, was monitored after 3 days maintenance at 20 °C. The 
chromatographic fingerprint of athocyanins showed that pelargonidin-3-glucoside 
was the major anthocyanin, which increased with the increase of shelf life 
period, while cyanidin-3-glucoside and pelargonidin-3-rutinoside were found at 
lower concentrations. The potent radical scavenging activity, evaluated with 
four in vitro assays, showed a higher antioxidant capacity after 3 and 1 days of 
shelf life. In addition, the antioxidant effect of strawberry fruit extracts on 
lipid substrates and on an emulsion system showed a significant inhibition in 
the formation of conjugated diene hyperoxides. Interestingly, no direct 
correlation between the phytochemical profile and the quality attributes exist.
CONCLUSION: 'Camarosa' fruit had acceptable quality attributes for fresh 
consumption and at the same time a high phytochemical content up to 1 day shelf 
life. The over-ripe fruit continued to be an excellent reservoir of natural 
antioxidants, pointing to its potential use as food antioxidant and nutritional 
supplement.

Copyright © 2011 Society of Chemical Industry.

DOI: 10.1002/jsfa.4406
PMID: 21520448 [Indexed for MEDLINE]"
526,"Goupy P., Hugues M., Boivin P., Amoit M.J.",1999,Antioxidant composition and activity of barley (Hordeum vulgare) and malt extracts and of isolated phenolic compounds,GOUPY 1999,Journal of the Science of Food and Agriculture,79,,1625-1634,2015-04-13 21:45:26 UTC,2015-04-13 21:45:26 UTC      ,
974,"Graf B.A., Mullen W., Caldwell S.T., Hartley R.C., Duthie G.G., Lean M.E., Crozier A., Edwards C.A.",2005,Disposition and metabolism of [2-14C]quercetin-4'-glucoside in rats,GRAF 2005,Drug Metab Dispos,33,7,1036-43,2015-04-13 21:45:29 UTC,2015-04-13 21:45:29 UTC      ,"1. Drug Metab Dispos. 2005 Jul;33(7):1036-43. doi: 10.1124/dmd.104.002691. Epub 
2005 Apr 15.

Disposition and metabolism of [2-14C]quercetin-4'-glucoside in rats.

Graf BA(1), Mullen W, Caldwell ST, Hartley RC, Duthie GG, Lean ME, Crozier A, 
Edwards CA.

Author information:
(1)Plant Products and Human Nutrition Group, Division of Developmental Medicine, 
University of Glasgow, Glasgow G3 8SJ, UK.

Quercetin-4'-glucoside is a major flavonol in onions, and this study 
investigated the absorption and fate of radiolabeled quercetin-4'-glucoside in 
rats. Rats ingested [2-(14)C]quercetin-4'-glucoside and the distribution of 
radioactivity throughout the body was determined after 0.5, 1, 2, and 5 h. The 
gastrointestinal tract, liver, kidney, and plasma were extracted, and 
radiolabeled components were identified and quantified using high-performance 
liquid chromatography with on-line radioactivity detection and tandem mass 
spectrometry. Two hours after dosing, all the [2-(14)C]quercetin-4'-glucoside 
had been metabolized. More than 85% of the ingested radioactivity was present in 
the gastrointestinal tract at all time points with approximately 6% being 
absorbed and present in blood and internal organs, primarily the liver and 
kidneys. More than 95% of the absorbed radioactivity was in the form of >20 
different methylated glucuronated and/or sulfated quercetin conjugates. Five 
hours after ingestion, the main radiolabeled metabolites were quercetin 
diglucuronides in the gut, liver, and kidneys and glucuronyl sulfates of 
methylated quercetin in plasma. The main site of quercetin metabolism seemed to 
be the gastrointestinal tract. Quercetin metabolites may have a major influence 
on the gut mucosal epithelium and on colonic disease.

DOI: 10.1124/dmd.104.002691
PMID: 15833931 [Indexed for MEDLINE]"
