id,authors,year_of_publication,title,abbreviation,journal_name,journal_volume,journal_issue,pages,created_at,updated_at      ,abstract
1221,"Bunea A., Andjelkovic M., Socaciu C., Bobis O., Neacsu M., Verhe R., Van Camp J.",2008,"Total and individual carotenoids and phenolic acids content in fresh, refrigerated and processed spinach (Spinacia oleracea L.)",BUNEA 2008,Food Chemistry,108,2,649-656,2012-12-01 22:21:08 UTC,2015-04-13 21:45:30 UTC      ,"1. Food Chem. 2008 May 15;108(2):649-56. doi: 10.1016/j.foodchem.2007.11.056.
Epub  2007 Nov 29.

Total and individual carotenoids and phenolic acids content in fresh, 
refrigerated and processed spinach (Spinacia oleracea L.).

Bunea A(1), Andjelkovic M(2), Socaciu C(1), Bobis O(1), Neacsu M(1), Verhé R(3), 
Camp JV(4).

Author information:
(1)Department of Chemistry and Biochemistry, University of Agricultural Sciences 
and Veterinary Medicine, Cluj-Napoca, Romania.
(2)Department of Food Safety and Food Quality, Faculty of Bioscience 
Engineering, Ghent University, Belgium; Department of Organic Chemistry, Faculty 
of Bioscience Engineering, Ghent University, Belgium. Electronic address: 
mirjana.andjelkovic@ugent.be.
(3)Department of Organic Chemistry, Faculty of Bioscience Engineering, Ghent 
University, Belgium.
(4)Department of Food Safety and Food Quality, Faculty of Bioscience 
Engineering, Ghent University, Belgium.

The carotenoid and phenolic acid contents in fresh, stored and processed 
(blanched, frozen and boiled) spinach were comparatively determined by 
spectrophotometric and HPLC analyses. The major carotenoids identified after 
HPLC analysis in saponified samples were lutein (37-53μg/kg), β-carotene 
(18-31μg/kg), violaxanthin (9-23μg/kg) and neoxanthin (10-22μg/kg). These 
carotenoids were all affected by storage and/or heating. The content of 
carotenoids was best preserved after storage for one day at 4°C. The total 
phenolic content in the fresh spinach was 2088mg GAE/kg FW. After LC-MS analysis 
three phenolic acids were identified and quantified. These being ortho-coumaric 
acid (28-60mg/kg FW), ferulic acid (10-35mg/kg) and para-coumaric acid 
(1-30mg/kg) depending on the sample type. After storage of spinach at different 
temperatures (4°C or -18°C) the amount of total phenolic compounds decreased by 
around 20%, while the amount of individual phenolic acids increased by four 
times on average.

Copyright © 2007 Elsevier Ltd. All rights reserved.

DOI: 10.1016/j.foodchem.2007.11.056
PMID: 26059144"
5,"Burda, S. Oleszek, W. Lee, C.Y.",1990,Phenolic compounds and their changes in apples during maturation and cold storage,BURDA 1990,Journal of Agricultural and Food Chemistry,38,,945-948,2002-07-08 00:00:00 UTC,2015-04-13 21:45:22 UTC    ,"1. Anal Methods. 2025 Apr 3;17(14):2878-2886. doi: 10.1039/d4ay02017k.

Using the orchard-to-fork approach in designing nutritional trials: the apple 
phenolics case.

Nezbedova L(1), McGhie T(2), Mehta S(3), Christensen M(4), Nasef NA(5), Heyes 
J(1).

Author information:
(1)School of Food Technology and Natural Sciences, Massey University, Palmerston 
North, New Zealand. l.nezbedova1@massey.ac.nz.
(2)The New Zealand Institute of Plant and Food Research Limited, Palmerston 
North, New Zealand.
(3)Department of Pathology, Dunedin School of Medicine, University of Otago, 
Dunedin, New Zealand.
(4)Heritage Food Crops Research Trust, Whanganui, New Zealand.
(5)Riddet Institute, Massey University, Palmerston North, New Zealand. 
n.nasef@massey.ac.nz.

Nutritional trials often yield inconsistent results due to the lack of 
standardised study designs, especially when evaluating the health benefits of 
fruits and vegetables. Apple phenolics, linked to various health benefits, have 
particular challenges in human nutritional studies due to compositional changes 
influenced by factors like fruit maturity, growing conditions, tissue type, and 
processing methods. This study applied an 'orchard-to-fork' approach to evaluate 
Monty's Surprise apple phenolics in the skin and flesh, controlling for harvest 
procedures, fruit maturity, and seasonal impact. It further assessed processing 
methods to preserve phenolic content, with the goal of developing a standardised 
material for dietary intervention trials. Monty's Surprise apples were collected 
over two seasons following standardised harvesting protocols and various fruit 
maturity parameters (firmness, starch pattern, and total soluble solids) were 
controlled and measured for various apple sizes. Phenolic content in the skin 
and flesh was analysed with LC-HRAM-MS and compared across seasons. The impacts 
of processing (pureeing, air drying, and slicing) on phenolic content were also 
evaluated. Cold storage for four weeks reduced maturity variability across apple 
sizes. Monty's Surprise apple skin (5270.49 ± 214.95 mg kg-1 FW) had 
significantly (p < 0.0001) higher phenolic concentrations than the flesh (863.69 
± 12.71 mg kg-1 FW), with procyanidins as the main phenolic group. No seasonal 
impact was observed. Pureed apples retained significantly higher phenolics 
compared to sliced or dehydrated samples. Monty's Surprise apple is a rich 
source of health-beneficial phenolics, and pureeing effectively preserves these 
compounds. This study offers guidance for the development of standardised apple 
material for dietary intervention trials to more accurately investigate the 
health benefits of apples.

DOI: 10.1039/d4ay02017k
PMID: 40126207 [Indexed for MEDLINE]"
940,"Burkon A., Somoza V.",2008,Quantification of free and protein-bound trans-resveratrol metabolites and identification of trans-resveratrol-C/O-conjugated diglucuronides - two novel resveratrol metabolites in human plasma,BURKON 2008,Mol Nutr Food Res,52,5,549-57,2015-04-13 21:45:29 UTC,2015-04-14 04:26:43 UTC      ,Abstract not found
68,"Burns J., Gardner P.T., O'Neil J., Crawford S., Morecroft I., McPhail D.B., Lister C., Matthews D., MacLean M.R., Lean M.E., Duthie G.G., Crozier A.",2000,"Relationship among antioxidant activity, vasodilation capacity, and phenolic content of red wines",BURNS 2000,Journal of Agricultural and Food Chemistry,48,2,220-30,2002-07-08 00:00:00 UTC,2015-04-14 04:26:43 UTC      ,Abstract not found
659,"Burns J., Yokota T., Ashihara H., Lean M.E.J., Crozier A.",2002,Plant foods and herbal sources of resveratrol,BURNS 2002,Journal of Agricultural and Food Chemistry,50,11,3337-3340,2007-03-10 16:01:36 UTC,2015-04-14 04:26:44 UTC      ,Abstract not found
838,"Buttery R.G., Ling L.C.",1998,Additional studies on flavor components of corn tortilla chips,BUTTERY 1998,Journal of Agricultural and Food Chemistry,46,,2764-2769,2008-07-03 09:23:54 UTC,2015-04-13 21:45:28 UTC      ,Abstract not found
601,"Cabrera A., Martin A.",1986,Variation in tannin content in Vicia faba L,CABRERA 1986,Journal of Agricultural Science,106,2,377-382,2015-04-13 21:45:26 UTC,2015-04-14 04:26:46 UTC      ,Abstract not found
949,"Caccetta R.A., Croft K.D., Beilin L.J., Puddey I.B.",2000,Ingestion of red wine significantly increases plasma phenolic acid concentrations but does not acutely affect ex vivo lipoprotein oxidizability,CACCETTA 2000,Am J Clin Nutr,71,1,67-74,2015-04-13 21:45:29 UTC,2015-04-13 21:45:29 UTC      ,Abstract not found
1021,"Cai H., Boocock D.J., Steward W.P., Gescher A.J.",2007,"Tissue distribution in mice and metabolism in murine and human liver of apigenin and tricin, flavones with putative cancer chemopreventive properties",CAI 2007,Cancer Chemother Pharmacol,60,2,257-66,2015-04-13 21:45:29 UTC,2015-04-14 04:26:48 UTC      ,"1. Cancer Chemother Pharmacol. 2007 Jul;60(2):257-66. doi: 
10.1007/s00280-006-0368-5. Epub 2006 Nov 7.

Tissue distribution in mice and metabolism in murine and human liver of apigenin 
and tricin, flavones with putative cancer chemopreventive properties.

Cai H(1), Boocock DJ, Steward WP, Gescher AJ.

Author information:
(1)Cancer Biomarkers and Prevention Group, Department of Cancer Studies and 
Molecular Medicine, University of Leicester, Leicester, UK.

PURPOSE: The flavones apigenin and tricin, which occur in leafy vegetables and 
rice bran, respectively, possess cancer chemopreventive properties in 
preclinical rodent models. Their pharmacology is only poorly understood. We 
compared their tissue levels in mice in vivo and their metabolism in liver 
fractions in vitro.
METHODS: Mice received apigenin or tricin (0.2%) with their diet for 5-7 days, 
and flavone levels were compared in the plasma, liver and gastrointestinal 
mucosa using HPLC-UV. Flavone metabolism was investigated in murine and human 
liver microsomes or cytosol in vitro co-incubated with uridine 
5'-diphosphoglucuronic acid or 3'-phosphoadenosine-5' phosphosulfate. Flavone 
metabolites were characterized by on-line HPLC-mass spectrometry.
RESULTS: After dietary administration of flavones for 7 days, levels of tricin 
in plasma, liver and mucosa exceeded those of apigenin by 350, 33 and 100%, 
respectively. Apigenin was more rapidly glucuronidated than tricin in liver 
microsomes, whilst tricin underwent swifter sulfonation than apigenin in liver 
cytosol. For either flavone the rate of glucuronidation was much faster than 
that of sulfonation. Flavone monoglucuronides and monosulfates were identified 
as metabolites in microsomal and cytosolic incubations, respectively.
CONCLUSIONS: When consumed with the diet in mice tricin seems to be more 
available than apigenin in blood and tissues. Differences in their 
glucuronidation may account for their differential availability. Thus tricin may 
have a pharmacokinetic advantage over apigenin. This type of information may 
help decide which flavonoids to select for clinical development.

DOI: 10.1007/s00280-006-0368-5
PMID: 17089164 [Indexed for MEDLINE]"
517,Caldwell C.R.,2003,Alkylperoxyl radical scavenging activity of red leaf lettuce (Lactuca sativa L.) phenolics,CALDWELL 2003,Journal of Agricultural and Food Chemistry,51,16,4589-4595,2015-04-13 21:45:26 UTC,2015-04-14 04:26:48 UTC      ,"1. J Agric Food Chem. 2003 Jul 30;51(16):4589-95. doi: 10.1021/jf030005q.

Alkylperoxyl radical scavenging activity of red leaf lettuce (Lactuca sativa L.) 
phenolics.

Caldwell CR(1).

Author information:
(1)Phytonutrients Laboratory, Beltsville Human Nutrition Research Center, 
Agricultural Research Service, United States Department of Agriculture, 
Beltsville, Maryland 20705, USA. crc@erols.com

Although lettuce may provide relatively low levels of antioxidative 
phytochemicals which may contribute to human health, lettuce leaf extracts in 
fact contained compounds with high specific peroxyl radical scavenging 
activities. After determining the extraction conditions that minimized phenolic 
oxidation and produced the highest oxygen radical absorbance capacity (ORAC) 
values, the phenolic compounds from red leaf lettuce were separated by 
reverse-phase high-performance liquid chromatography (HPLC). The primary 
phenolic compounds in the leaf tissue extracts were mono- and dicaffeoyltartaric 
acid (CTA and DCTA), mono- and dicaffeoylquinic acid (CQA and DCQA), quercetin 
3-malonylglucoside (QMG), quercetin 3-glucoside (QG), cyanidin 
3-malonylglucoside (CMG), and an unknown phenolic ester (UPE). Significant 
levels of DCQA were only found after wounding. Using the new fluorescein-based 
ORAC assay procedures, fractions from the HPLC analyses were assayed for peroxyl 
radical absorbance capacity. Using absorbance to estimate concentration, the 
decreasing order of contribution to the total ORAC value of an extract from 
wounded tissue was QMG > DCQA > CMG > DCTA > UPE > QG > CTA. The decreasing 
order of the specific peroxyl radical scavenging activities was CMG > QG > DCTA 
> DCQA > QMG > UPE > CQA > CTA. Since the concentrations of plant flavonoid and 
phenolic acid esters are sensitive to environmental factors, this information 
may be used to develop pre- and postharvest conditions which increase the 
dietary benefits of leaf lettuce.

DOI: 10.1021/jf030005q
PMID: 14705882 [Indexed for MEDLINE]"
1011,"Campanero M.A., Escolar M., Perez G., Garcia-Quetglas E., Sadaba B., Azanza J.R.",2010,Simultaneous determination of diosmin and diosmetin in human plasma by ion trap liquid chromatography-atmospheric pressure chemical ionization tandem mass spectrometry: Application to a clinical pharm,CAMPANERO 2010,J Pharm Biomed Anal,51,4,875-81,2015-04-13 21:45:29 UTC,2015-04-14 04:26:49 UTC      ,Abstract not found
479,"Cano A., Arnao M.B.",2005,Hydrophilic and lipophilic antioxidant activity in different leaves of three lettuce varieties,CANO 2005,International Journal of Food Properties,8,3,521-528,2015-04-13 21:45:26 UTC,2015-04-13 21:45:26 UTC      ,Abstract not found
249,"Cantos E., Espin J.C., Tomas-Barberan F.A.",2002,Varietal differences among the polyphenol profiles of seven table grape cultivars studied by LC-DAD-MS-MS,CANTOS 2002,Journal of Agricultural and Food Chemistry,50,20,5691-5696,2005-05-08 11:39:23 UTC,2015-04-14 04:26:50 UTC      ,Abstract not found
1081,"Cao G., Muccitelli H.U., Sanchez-Moreno C., Prior R.L.",2001,Anthocyanins are absorbed in glycated forms in elderly women: a pharmacokinetic study,CAO 2001,Am J Clin Nutr,73,5,920-6,2015-04-13 21:45:29 UTC,2015-04-14 04:26:50 UTC      ,"1. Am J Clin Nutr. 2001 May;73(5):920-6. doi: 10.1093/ajcn/73.5.920.

Anthocyanins are absorbed in glycated forms in elderly women: a pharmacokinetic 
study.

Cao G(1), Muccitelli HU, Sánchez-Moreno C, Prior RL.

Author information:
(1)Jean Mayer US Department of Agriculture, Human Nutrition Research Center on 
Aging at Tufts University, Boston, MA, USA.

BACKGROUND: Anthocyanins are potent antioxidants that are widely distributed in 
fruit, vegetables, and red wines. Anthocyanin products are also prescribed as 
medicines in many countries for treating various diseases. However, the 
pharmacokinetics of dietary anthocyanins are not known in humans because these 
glycosides were long considered nonabsorbable.
OBJECTIVE: The objective of this study was to determine whether anthocyanins can 
be absorbed as glycosides and to evaluate their pharmacokinetics in humans.
DESIGN: Four healthy elderly women consumed 720 mg anthocyanins. A series of 
blood and urine samples were collected before and after consumption of the 
anthocyanins. Anthocyanins were measured in plasma and urine by combining an 
octadecylsilane solid-phase extraction for sample preparation and an HPLC system 
with diode array for anthocyanin separation and detection. The structures of 
anthocyanins as glycosides in plasma and urine were further confirmed by using 
liquid chromatography-mass spectrometry.
RESULTS: Anthocyanins were detected as glycosides in plasma and urine. The 
maximum plasma concentration of total anthocyanins varied from 55.3 to 168.3 
nmol/L, with an average of 97.4 nmol/L, and was reached within 71.3 min. The 
elimination of plasma anthocyanins appeared to follow first-order kinetics. The 
elimination half-life of plasma total anthocyanins was calculated to be 132.6 
min. Most anthocyanin compounds were excreted in urine during the first 4 h. The 
excretion rate of total anthocyanins was 77 microg/h during the first 4 h and 13 
microg/h during the second 4 h.
CONCLUSION: Anthocyanins are absorbed in their unchanged glycated forms in 
elderly women.

DOI: 10.1093/ajcn/73.5.920
PMID: 11333846 [Indexed for MEDLINE]"
661,"Capecka E., Mareczek A., Leja M.",2005,Antioxidant activity of fresh and dry herbs of some Lamiaceae species,CAPECKA 2005,Food Chemistry,93,2,223-226,2015-04-13 21:45:27 UTC,2015-04-13 21:45:27 UTC      ,"1. Molecules. 2021 Feb 17;26(4):1047. doi: 10.3390/molecules26041047.

Influence of Agronomic Practice on Total Phenols, Carotenoids, Chlorophylls 
Content, and Biological Activities in Dry Herbs Water Macerates.

Sikorska-Zimny K(1)(2), Lisiecki P(2)(3), Gonciarz W(4), Szemraj M(3), Ambroziak 
M(2), Suska O(2), Turkot O(2), Stanowska M(2), Rutkowski KP(1), Chmiela M(4), 
Mielicki W(2)(5).

Author information:
(1)Skierniewice, Fruit and Vegetables Storage and Processing Department, 
Division of Fruit and Vegetable Storage and Postharvest Physiology, Research 
Institute of Horticulture, Pomologiczna 13a Street, 96-100 Skierniewice, Poland.
(2)Stefan Batory State University, Batorego 64c Street, 96-100 Skierniewice, 
Poland.
(3)Department of Pharmaceutical Microbiology and Microbiological Diagnostics, 
The Medical University of Łódź, Pomorska 137 Street, 90-235 Lodz, Poland.
(4)Department of Immunology and Infectious Biology, Faculty of Biology and 
Environment Protection, The University of Łódź, Banacha 12/16 Street, 90-237 
Lodz, Poland.
(5)Department of Pharmaceutical Biochemistry and Molecular Diagnostics, The 
Medical University of Łódź, Muszyńskiego 1 Street, 90-151 Lodz, Poland.

Oregano (Origanum vulgare L.) and thyme (Thymus vulgaris L.) have long been 
known for their organoleptic properties. Both plants are widely used in cuisine 
worldwide in fresh and dried form and as a pharmaceutical raw material. The 
study aimed to assess if the type of cultivation influenced chosen chemical 
parameters (total polyphenols by Folin-Ciocalteu method; carotenoids and 
chlorophyll content by Lichtenthaler method), antimicrobial activity (with 
chosen reference microbial strains) and shaped cytotoxicity (with L929 mouse 
fibroblasts cell line) in water macerates of dry oregano and thyme. Polyphenols 
content and antimicrobial activity were higher in water macerates obtained from 
conventional cultivation (independently from herb species), unlike the pigments 
in a higher amount in macerates from organic herbs cultivation. Among all tested 
macerates stronger antimicrobial properties (effective in inhibiting the growth 
of Pseudomonas aeruginosa, Bacillus cereus and Salmonella enteritidis) and 
higher cytotoxicity (abilities to diminish the growth of L929 fibroblasts 
cytotoxicity) characterized the conventionally cultivated thyme macerate.

DOI: 10.3390/molecules26041047
PMCID: PMC7923153
PMID: 33671275 [Indexed for MEDLINE]

Conflict of interest statement: The authors declare no conflict of interest."
761,"Caponio F., Alloggio V., Gomes T.",1999,Phenolic compounds of virgin olive oil: influence of paste preparation techniques,CAPONIO 1999,Food Chemistry,64,,203-209,2015-04-13 21:45:27 UTC,2015-04-13 21:45:27 UTC      ,Abstract not found
250,"Carando S., Teissedre P.L., Pascual-Martinez L., Cabanis J.C.",1999,Levels of flavan-3-ols in French wines,CARANDO 1999,Journal of Agricultural and Food Chemistry,47,10,4161-4166,2005-05-08 11:39:23 UTC,2015-04-14 04:26:51 UTC      ,Abstract not found
770,"Caravaca A.M., Carrasco Pancorbo A., Canabate Diaz B., Segura Carretero A., Fernandez Gutierrez A.",2005,Electrophoretic identification and quantitation of compounds in the polyphenolic fraction of extra-virgin olive oil,CARAVACA 2005,Electrophoresis,26,,3538-3551,2015-04-13 21:45:27 UTC,2015-04-14 04:26:51 UTC      ,"1. Electrophoresis. 2005 Sep;26(18):3538-51. doi: 10.1002/elps.200500202.

Electrophoretic identification and quantitation of compounds in the polyphenolic 
fraction of extra-virgin olive oil.

Gómez Caravaca AM(1), Carrasco Pancorbo A, Cañabate Díaz B, Segura Carretero A, 
Fernández Gutiérrez A.

Author information:
(1)Department of Analytical Chemistry, Faculty of Sciences, University of 
Granada, Granada, Spain.

A capillary zone electrophoresis method has been carried out to determine and 
quantitate some compounds of the polyphenolic fraction of virgin olive oil which 
have never previously been determined before using capillary electrophoresis, 
such as elenolic acid, ligstroside aglycon, oleuropein aglycon, and 
(+)-pinoresinol. The compounds were identified using standards obtained by 
semipreparative high-performance liquid chromatography (HPLC). A detailed method 
optimization was performed to separate the phenolic compounds present in olive 
oil using a methanol-water extract of Picual extra-virgin olive oil, and 
different extraction systems were compared (C18-solid phase extraction (SPE), 
Diol-SPE, Sax-SPE and liquid-liquid extraction). The optimized parameters were 
30 mM sodium tetraborate buffer (pH 9.3) at 25 kV with 8 s hydrodynamic 
injection, and the quantitation was carried out by the use of two reference 
compounds at two different wavelengths.

DOI: 10.1002/elps.200500202
PMID: 16167367 [Indexed for MEDLINE]"
1222,"Carbone K., Giannini B., Picchi V., Lo Scalzo R., Cecchini F.",2011,"Phenolic composition and free radical scavenging activity of different apple varieties in relation to the cultivar, tissue type and storage",CARBONE 2011,Food Chemistry,127,2,493-500,2012-12-01 22:21:08 UTC,2015-04-14 04:26:52 UTC      ,Abstract not found
585,"Cardador-Martinez A., Loarca-Pina G., Oomah B.D.",2002,Antioxidant activity in common beans (Phaseolus vulgaris L.),CARDADOR-MARTINEZ 2002,Journal of Agricultural and Food Chemistry,50,24,6975-6980,2007-12-04 14:36:25 UTC,2015-04-14 04:26:53 UTC      ,Abstract not found
685,"Cardoso S.M., Guyot S., Marnet N., Lopes-da-Silva J.A., Renard C.M.G.C., Coimbra M.A.",2005,Characterisation of phenolic extracts from olive pulp and olive pomace by electrospray mass spectrometry,CARDOSO 2005,Journal of the Science of Food and Agriculture,85,,21-32,2015-04-13 21:45:27 UTC,2015-04-13 21:45:27 UTC      ,Abstract not found
116,"Careri M., Elviri L., Mangia A., Musci M.",2000,Spectrophotometric and coulometric detection in the high-performance liquid chromatography of flavonoids and optimization of sample treatment for the determination of quercetin in orange juice,CARERI 2000,Journal of Chromatography A,881,01-Feb,449-460,2015-04-13 21:45:23 UTC,2015-04-14 04:26:54 UTC      ,"1. J Chromatogr A. 2000 Jun 9;881(1-2):449-60. doi:
10.1016/s0021-9673(00)00256-9.

Spectrophotometric and coulometric detection in the high-performance liquid 
chromatography of flavonoids and optimization of sample treatment for the 
determination of quercetin in orange juice.

Careri M(1), Elviri L, Mangia A, Musci M.

Author information:
(1)Dipartimento di Chimica Generale ed Inorganica, Chimica Analitica, Chimica 
Fisica, Università degli Studi di Parma, Italy. careri@unipr.it

The capabilities of spectrophotometric and electrochemical detection techniques 
were investigated for the high-performance liquid chromatographic determination 
of flavonoids. Liquid chromatographic analyses were performed on eleven 
compounds belonging to three different classes of flavonoids: flavanone 
glycosides, flavone and flavonol aglycones. Separation of all compounds examined 
was carried out under reversed-phase conditions on a C18 narrow-bore column for 
UV detection, whereas for electrochemical detection, a C18 standard-bore column 
was used. UV analyses were carried out at 280 nm for flavanones and at 265 nm 
for flavones and flavonols, whereas controlled-potential coulometric 
measurements were performed using a porous graphite electrode. Analytical 
performances of the methods were compared in terms of linearity, limits of 
detection (LODs) and precision. Linearity over two orders of magnitude and LODs 
at low-ppm levels (0.06-1 mg/l) were demonstrated for all techniques considered. 
Instrumental precision in terms of relative standard deviation was found to be 
between 0 and 5% for the liquid chromatography (LC)-UV system and between 0.6 
and 10% for the LC-electrochemical detection (ED) system. The methods developed 
were applied to the analysis of flavanones and flavonols in a real sample, such 
as an extract of orange juice. Even though quercetin glycoside is mostly present 
in orange juice as rutin, other different glycosides of this flavonol could be 
present; on this basis, the hydrolysis of all glycosides to aglycone allows one 
to obtain more accurate data on the flavonol concentration in orange juice. To 
avoid sample degradation and to increase extraction efficiency, quercetin 
hydrolysis was optimized using a central composite design to investigate the 
effects of acid concentration and hydrolysis time on extraction recovery.

DOI: 10.1016/s0021-9673(00)00256-9
PMID: 10905727 [Indexed for MEDLINE]"
395,"Caris-Veyrat C., Amiot M.J., Tyssandier V., Grasselly D., Buret M., Mikolajczak M., Guilland J.C., Bouteloup-Demange C., Borel P.",2004,Influence of organic versus conventional agricultural practice on the antioxidant microconstituent content of tomatoes and derived purees  consequences on antioxidant plasma status in humans,CARIS-VEYRAT 2004,Journal of Agricultural and Food Chemistry,52,21,6503-6509,2015-04-13 21:45:25 UTC,2015-04-14 04:26:55 UTC     ,"1. J Agric Food Chem. 2004 Oct 20;52(21):6503-9. doi: 10.1021/jf0346861.

Influence of organic versus conventional agricultural practice on the 
antioxidant microconstituent content of tomatoes and derived purees; 
consequences on antioxidant plasma status in humans.

Caris-Veyrat C(1), Amiot MJ, Tyssandier V, Grasselly D, Buret M, Mikolajczak M, 
Guilland JC, Bouteloup-Demange C, Borel P.

Author information:
(1)UMR A408 INRA-Université d'Avignon et des Pays du Vaucluse, Sécurité et 
Qualité des Produits d'Origine Végétale, INRA Domaine Saint Paul, Site Agroparc, 
84914 Avignon Cedex 9, France. caris@avignon.inra.fr

The present study aims first to compare the antioxidant microconstituent 
contents between organically and conventionally grown tomatoes and, second, to 
evaluate whether the consumption of purees made of these tomatoes can 
differently affect the plasma levels of antioxidant microconstituents in humans. 
When results were expressed as fresh matter, organic tomatoes had higher vitamin 
C, carotenoids, and polyphenol contents (except for chlorogenic acid) than 
conventional tomatoes. When results were expressed as dry matter, no significant 
difference was found for lycopene and naringenin. In tomato purees, no 
difference in carotenoid content was found between the two modes of culture, 
whereas the concentrations of vitamin C and polyphenols remained higher in 
purees made out of organic tomatoes. For the nutritional intervention, no 
significant difference (after 3 weeks of consumption of 96 g/day of tomato 
puree) was found between the two purees with regard to their ability to affect 
the plasma levels of the two major antioxidants, vitamin C and lycopene.

Copyright 2004 American Chemical Society

DOI: 10.1021/jf0346861
PMID: 15479014 [Indexed for MEDLINE]"
131,"Caristi C., Bellocco E., Panzera V., Toscano G., Vadala R., Leuzzi U.",2003,Flavonoids detection by HPLC-DAD-MS-MS in lemon juices from Sicilian cultivars,CARISTI 2003,Journal of Agricultural and Food Chemistry,51,12,3528-2534,2004-11-05 14:18:19 UTC,2015-04-14 04:26:55 UTC      ,"1. J Agric Food Chem. 2003 Jun 4;51(12):3528-34. doi: 10.1021/jf0262357.

Flavonoids detection by HPLC-DAD-MS-MS in lemon juices from Sicilian cultivars.

Caristi C(1), Bellocco E, Panzera V, Toscano G, Vadalà R, Leuzzi U.

Author information:
(1)Dipartimento di Chimica Organica e Biologica, Università di Messina, Salita 
Sperone 31, 98166 S. Agata di Messina, Italy. caristi@isengard.unime.it

High-performance liquid chromatography-diode array detector (HPLC-DAD) coupled 
with electronspray mass spectrometry (ESI-MS) was used to detect the flavonoid 
profile in lemon juices obtained from the main Sicilian cultivars (Femminello 
comune, Monachello, and Interdonato). Significant amounts of an unusual 
constituent were found in the lemon juice of the above-mentioned cultivars 
together with eriocitrin, hesperidin, and diosmin. Following purification by 
preparative HPLC, the structure was assigned as 6,8-di-C-glucopyranosyldiosmetin 
by means of DAD-UV, ESI-MS-MS, and (1)H NMR analysis. Three other minor 
components were also detected. One of these presented a flavone nature, and 
spectral data and literature references both suggested a 
6,8-di-C-glucopyranosylapigenin structure. The different contents of eriocitrin, 
hesperidin, diosmin, and above minor components in the cultivars allow juices to 
be readily differentiated.

DOI: 10.1021/jf0262357
PMID: 12769519 [Indexed for MEDLINE]"
1080,"Carkeet C., Clevidence B.A., Novotny J.A.",2008,Anthocyanin excretion by humans increases linearly with increasing strawberry dose,CARKEET 2008,J Nutr,138,5,897-902,2015-04-13 21:45:29 UTC,2015-04-14 04:26:55 UTC      ,"1. J Nutr. 2008 May;138(5):897-902. doi: 10.1093/jn/138.5.897.

Anthocyanin excretion by humans increases linearly with increasing strawberry 
dose.

Carkeet C(1), Clevidence BA, Novotny JA.

Author information:
(1)Food Components and Health Laboratory, Beltsville Human Nutrition Research 
Center, Agricultural Research Service, USDA, Beltsville, MD 20705, USA.

A clinical study was conducted to investigate the dose response and metabolism 
of strawberry anthocyanins. In a crossover study design, 12 healthy adults 
consumed each of 3 strawberry treatments. The treatments were 100 g, 200 g, and 
400 g of pureed strawberries, delivering 15 micromol, 30 micromol, and 60 
micromol anthocyanin, respectively. Urine samples were collected for 24 h after 
each dose and samples were analyzed by HPLC with diode array detection and ion 
trap MS. Pelargonidin 3-glucoside was the major anthocyanin form in the 
treatments, and pelargonidin 3-glucoside and 3 metabolites of pelargonidin 
3-glucoside (detected as monoglucuronides) were excreted in urine after 
ingestion. One predominant monoglucuronide form was detected in urine in masses 
10-fold higher than the other 2 monoglucuronide forms. Increasing dose resulted 
in increasing appearance of anthocyanins in urine, and the mass of each 
pelargonidin monoglucuronide increased in urine with increasing dose. These 
results suggest that pelargonidin 3-glucoside absorption and metabolism are not 
saturated at masses < or = 60 micromol, thus showing that more strawberry 
anthocyanin can be absorbed with increasing dose.

DOI: 10.1093/jn/138.5.897
PMID: 18424598 [Indexed for MEDLINE]"
722,"Carmona M., Sanchez A.M., Ferreres F., Zalacain A., Tomas-Barberan F., Alonso G.L.",2007,Identification of the flavonoid fraction in saffron spice by LC/DAD/MS/MS: Comparative study of samples from different geographical origins,CARMONA 2007,Food Chemistry,100,2,445-450,2007-07-11 14:52:39 UTC,2015-04-13 21:45:27 UTC      ,Abstract not found
52,"Carnat, A.  Carnat, A.P.  Fraisse, D.  Lamaison, J.L.",1999,The aromatic and polyphenolic composition of lemon verbena tea,CARNAT 1999,Fitoterapia,70,,44-49,2003-05-05 11:42:02 UTC,2015-04-13 21:45:23 UTC   ,Abstract not found
138,"Caro A.d., Piga A., Vacca V., Agabbio M.",2004,"Changes of flavonoids, vitamin C and antioxidant capacity in minimally processed citrus segments and juices during storage",CARO 2004_01,Food Chemistry,84,1,99-105,2015-04-13 21:45:23 UTC,2015-04-13 21:45:23 UTC      ,Abstract not found
