abstract,relevance
"1. Discov Oncol. 2025 Oct 31;16(1):1994. doi: 10.1007/s12672-025-03737-z.

The causal association between psychiatric disorders and gynecological cancer: a 
bidirectional Mendelian randomization study.

Wang Y(1), Qi L(1), Li Y(1), Fu Q(1), Ma H(1), Li L(1).

Author information:
(1)Department of Gynecologic Oncology, Affiliated Hospital of Qinghai University 
& Affiliated Cancer Hospital of Qinghai University, Xining, 810000, Qinghai 
Province, China.

DOI: 10.1007/s12672-025-03737-z
PMID: 41171538

Conflict of interest statement: Declarations. Ethics approval and consent to 
participate: This article does not involve animal or human trials. Consent for 
publication: This article does not involve the patients. Competing interests: 
The authors declare no competing interests.",0
"1. Gastric Cancer. 2025 Oct 31. doi: 10.1007/s10120-025-01675-x. Online ahead of 
print.

Metabolic reprogramming as a key regulator in Helicobacter pylori-infected 
gastric cancer.

Cao R(#)(1)(2), Zhou F(#)(1)(2), Zhu C(1)(2), Xu H(3)(4).

Author information:
(1)Department of Gastroenterology, Shandong Provincial Hospital Affiliated to 
Shandong First Medical University, Jinan, Shandong, 250021, People's Republic of 
China.
(2)Medical Science and Technology Innovation Center, Shandong First Medical 
University & Shandong Academy of Medical Sciences, Jinan, Shandong, 250021, 
People's Republic of China.
(3)Department of Gastroenterology, Shandong Provincial Hospital Affiliated to 
Shandong First Medical University, Jinan, Shandong, 250021, People's Republic of 
China. xuhongwei@sdfmu.edu.cn.
(4)Medical Science and Technology Innovation Center, Shandong First Medical 
University & Shandong Academy of Medical Sciences, Jinan, Shandong, 250021, 
People's Republic of China. xuhongwei@sdfmu.edu.cn.
(#)Contributed equally

Helicobacter pylori (H. pylori) infection is a recognized risk factor for 
gastric cancer (GC), which is the leading cause of cancer-related deaths 
worldwide. As a Class I carcinogen, H. pylori plays a central role in the 
occurrence and development of GC. Recent studies have highlighted the critical 
role of metabolic reprogramming inthe gastric cancer, and H. pylori infection 
has been shown to significantly alter metabolic pathways in gastric cancer. This 
review explores the mechanisms by which H. pylori infection drives metabolic 
changes in GC, particularly in glycolysis, lipid metabolism, and amino acid 
metabolism. By altering these metabolisms, H. pylori enhances the survival, 
proliferation, and metastasis of tumor cells, and also promotes immune evasion. 
Therefore, understanding the ways in which H. pylori-induced metabolic 
reprogramming of GC cells is essential for identifying new therapeutic targets. 
By summarizing the latest research progress of these metabolic pathways, new 
strategies and directions can be provided for gastric cancer treatment.

© 2025. The Author(s).

DOI: 10.1007/s10120-025-01675-x
PMID: 41171531

Conflict of interest statement: Declarations. Conflict of interest: All the 
authors declare that they have no conflicts of interest.",0
"1. J Racial Ethn Health Disparities. 2025 Oct 31. doi:
10.1007/s40615-025-02709-x.  Online ahead of print.

Predictors of Breast Cancer Screening Among Immigrant Garifuna Women.

Rockson L(1), Btoush R(2).

Author information:
(1)Rutgers School of Health Professions, Rutgers University, 65 Bergen Street, 
Newark, NJ, 07107, USA. rocksole@shp.rutgers.edu.
(2)Rutgers School of Nursing , Rutgers University, 180 University Avenue, 
Newark, NJ, 07102, USA.

BACKGROUND: Cancer screening disparities exist among immigrants in the USA, yet 
the cancer screening behaviors of ethnic Black immigrants remains relatively 
unknown. The Garifuna, an Afro-Amerindian group, experience structural forces in 
their homelands and urban settling communities in the USA with little known of 
their cancer screening behaviors. The purpose of this study is to examine breast 
cancer screening practices among Garifuna women residing in communities within 
New York City. The study examined levels of adherence to recommended breast 
cancer screening guidelines and their association with demographic factors, 
access to healthcare services, perceptions/barriers, level of acculturation, 
identity, and breast cancer screening guideline knowledge.
METHODS: This was a cross-sectional survey of immigrant Garifuna women, age 
50 years and older, residing in New York City. Univariate analysis described the 
survey study sample and bivariate analysis measured level of association between 
variables. Logistic regression examined the predictive nature of variables in 
explaining breast cancer screening adherence to screening guidelines.
RESULTS: Four hundred and two Garifuna women completed surveys over a 22-month 
period. Garifuna women had breast cancer screening rates of 82%, higher than the 
national screening rate of 72%. Longer length of time in the USA, access to 
healthcare, and motivation to receive screenings were significant predictors of 
receiving screening.
CONCLUSIONS: The study identified positive structural forces in the New York 
City community such as access to healthcare that may explain adherence to 
recommended breast cancer screening guidelines among immigrant Garifuna women.

© 2025. The Author(s).

DOI: 10.1007/s40615-025-02709-x
PMID: 41171528

Conflict of interest statement: Declarations. Ethics Approval: The study was 
reviewed and approved by the Institutional Review Board of Rutgers University 
before study inception. Consent to Participate: Written informed consent was 
obtained by all study participants before data collection. Consent to Publish: 
Not applicable. Competing interest: The authors declare no competing interests.",0
"1. Clin Transl Oncol. 2025 Oct 31. doi: 10.1007/s12094-025-04097-4. Online ahead
of  print.

Real-world survival outcomes with first-line chemoimmunotherapy and biomarker 
analysis in extensive-stage small-cell lung cancer.

Panagiotou E(#)(1), Vathiotis IA(#)(2), Montgomery A(3), Moeckel C(3), Livanou 
M(1), Mastrogeorgiou M(1), Trimis A(1), Trontzas I(1), Syrigos NK(1), Mouratidis 
I(3)(4), Evangelou G(1), Georgakopoulos-Soares I(3)(4), Syrigos KN(1).

Author information:
(1)Third Department of Internal Medicine, Sotiria Thoracic Diseases Hospital of 
Athens, National and Kapodistrian University of Athens, 152, Mesogion Ave., 
11527, Athens, Greece.
(2)Third Department of Internal Medicine, Sotiria Thoracic Diseases Hospital of 
Athens, National and Kapodistrian University of Athens, 152, Mesogion Ave., 
11527, Athens, Greece. johnvathiotis1@gmail.com.
(3)Institute for Personalized Medicine, Department of Biochemistry and Molecular 
Biology, The Pennsylvania State University College of Medicine, Hershey, PA, 
USA.
(4)Huck Institutes of the Life Sciences, Pennsylvania State University, 
University Park, PA, USA.
(#)Contributed equally

PURPOSE: The approval of programmed death-ligand 1 (PD-L1) inhibitors in the 
first line of treatment has transformed the therapeutic landscape of 
extensive-stage small cell lung cancer (ES-SCLC); real-world (rw) evidence of 
clinical benefit is currently limited. In this study, we investigated the rw 
efficacy of first-line chemoimmunotherapy and the role of potential biomarkers.
METHODS/PATIENTS: We retrospectively assessed patients with SCLC receiving 
first-line chemoimmunotherapy at Sotiria Thoracic Diseases Hospital of Athens, 
Athens, Greece. Kaplan-Meier curves were used to calculate real-world 
progression-free survival (rwPFS) and real-world overall survival (rwOS). Cox 
proportional hazards regression analysis was utilized to identify associations 
between patient characteristics and outcomes.
RESULTS: 188 patients were included. Median rwPFS was 6.5 months (95% CI 
5.8-7.1 months) and median rwOS was 11.2 months (95% CI 9.1-12.0 months). rwOS 
was higher in the atezolizumab group compared with the durvalumab group (median, 
12.0 vs 9.2 months; hazard ratio [HR], 1.51; 95% CI 1.06-2.15; p = 0.02), 
similar results were observed for rwPFS (median, 6.5 vs. 6.0 months, HR, 1.55; 
95% CI 1.10-2.16; p = 0.01). In multivariate analysis, the difference between 
atezolizumab and durvalumab was not statistically significant, while lung, bone 
and liver metastases, ECOG PS, LDH and NLR were associated with an increased 
risk of death. Associations were utilized for the generation of a novel 
prognostic score with good discriminatory power (C-statistic: 0.73).
CONCLUSIONS: Real-world efficacy of first-line chemoimmunotherapy in patients 
with ES-SCLC is comparable to randomized trials. The association between 
prognostic scores and survival outcomes in ES-SCLC should be explored in 
prospective studies.Query.

© 2025. The Author(s), under exclusive licence to Federación de Sociedades 
Españolas de Oncología (FESEO).

DOI: 10.1007/s12094-025-04097-4
PMID: 41171522

Conflict of interest statement: Declarations. Conflict of interest: The authors 
have no relevant financial or non-financial interests to disclose. Ethical 
approval: The study was approved by the institutional review board; approval 
#7450/23-3-22. Informed consent: Written informed consent was obtained from 
individual participants included in this study and is retained by the authors, 
where applicable and in accordance with institution guidelines.",0
"1. J Gastrointest Cancer. 2025 Oct 31;56(1):211. doi: 10.1007/s12029-025-01340-7.

A Higher Risk of Liver Cancer in Alcoholic Fatty Liver Disease than in 
Non-Alcoholic Fatty Liver Disease: an Analysis of the TriNetX Dabatase.

Chang LH(1), Su SY(2), Lee C(3), Hsu CY(4)(5)(6).

Author information:
(1)Division of Respiratory Therapy, Ditmanson Medical Foundation Chia-Yi 
Christian Hospital, Chia-Yi, Taiwan.
(2)Clinical Medicine Research Center, Ditmanson Medical Foundation, Chia-Yi 
Christian Hospital, Chia-Yi, Taiwan.
(3)Clinical Data Center, Ditmanson Medical Foundation, Chia-Yi Christian 
Hospital, Chia-Yi, Taiwan.
(4)Department of Medical Education, Ditmanson Medical Foundation, Chia-Yi 
Christian Hospital, Chia-Yi, Taiwan. 07692@cych.org.tw.
(5)Department of Artificial Intelligence and Healthcare Management, Central 
Taiwan University of Science and Technology, Taichung, Taiwan. 
07692@cych.org.tw.
(6)Department of General Education, National Chin-Yi University of Technology, 
Taichung, Taiwan. 07692@cych.org.tw.

BACKGROUND: Both alcohol fatty liver disease (AFLD) and non-alcohol fatty liver 
disease (NAFLD) are established risk factors for liver cancer development. We 
conduct a comparative analysis between AFLD and NAFLD to determine which 
condition contributes a greater burden to liver cancer incidence.
METHODS: Data were obtained from the TriNetX research network. Individuals 
aged ≥ 20 years with newly diagnosed fatty liver disease between 2008 and 2021 
were included. Participants were categorized into two groups: AFLD and NAFLD. 
Patients with a history of hepatic cirrhosis, liver cancer, hepatitis B, or 
hepatitis C before the index date were excluded. Propensity score matching was 
performed based on age, sex, and comorbidities, resulting in a balanced 1:1 
matched cohort. Comparative analyses were conducted between the AFLD and NAFLD 
cohorts to assess differences in liver cancer risk profiles.
RESULTS: A total of 13,998 AFLD and 1,165,365 NAFLD cases were analyzed. After 
propensity score matching, both cohorts consist of 13,998 individuals. At the 2- 
and 3-year follow-ups, the risk became statistically significant and showed a 
progressive increase, with relative risks approaching a two-fold elevation in 
the AFLD group. Cumulatively, by the final follow-up, AFLD patients demonstrated 
a markedly higher incidence of liver cancer (0.950% vs. 0.493%), confirming a 
sustained and significantly elevated risk even after adjustment for baseline 
characteristics.
CONCLUSION: Patients with AFLD exhibited an approximately two-fold increased 
risk of liver cancer development over a 3-year follow-up period compared to 
those with NAFLD. This finding underscores the urgent need for comprehensive 
recognition and mitigation of alcohol-associated hepatocarcinogenesis.

© 2025. The Author(s), under exclusive licence to Springer Science+Business 
Media, LLC, part of Springer Nature.

DOI: 10.1007/s12029-025-01340-7
PMID: 41171519 [Indexed for MEDLINE]

Conflict of interest statement: Declarations. Ethics Approval and Consent to 
Participate: As the TriNetX database contains de-identified and anonymized 
patient information, this study was exempt from ethical approval and informed 
consent requirements. All research activities were conducted in strict 
accordance with applicable ethical standards and regulatory guidelines, 
consistent with the Declaration of Helsinki principles. Competing Interests: The 
authors declare no competing interests.",0
"1. Fam Cancer. 2025 Oct 31;24(4):80. doi: 10.1007/s10689-025-00465-9.

The Tenth International Symposium on Hereditary Breast and Ovarian Cancer : May 
6-9, 2025 - Centre Mont-Royal, Montréal, Québec, Canada.

[No authors listed]

DOI: 10.1007/s10689-025-00465-9
PMID: 41171496",0
"1. Clin Exp Med. 2025 Oct 31;25(1):345. doi: 10.1007/s10238-025-01874-x.

Targeting SET to counteract Lyn activation demonstrates anti-cancer potential in 
diffuse large B-cell lymphoma.

Chen JL(#)(1)(2), Chu PY(#)(3)(4)(5), Huang CT(#)(6), Wang WL(2), Chang YY(7), 
Dai MS(8), Liu CY(9)(10)(11).

Author information:
(1)School of Medicine, National Yang Ming Chiao Tung University, No. 155, Sec. 
2, Li-Nong St., Beitou Dist., Taipei, Taiwan.
(2)Comprehensive Breast Health Center, Taipei Veterans General Hospital, Taipei, 
Taiwan.
(3)Department of Pathology, Show Chwan Memorial Hospital, Changhua City, Taiwan.
(4)School of Medicine, Fu Jen Catholic University, New Taipei City, Taiwan.
(5)Department of Health Food, Chung Chou University of Science and Technology, 
Changhua, Taiwan.
(6)Division of Hematology and Oncology, Department of Medicine, Yang-Ming Branch 
of Taipei City Hospital, Taipei, Taiwan.
(7)Division of Medical Oncology, Department of Oncology, Taipei Veterans General 
Hospital, Taipei, Taiwan.
(8)Hematology/Oncology, National Defense Medical Center, Tri-Service General 
Hospital, Taipei, Taiwan.
(9)School of Medicine, National Yang Ming Chiao Tung University, No. 155, Sec. 
2, Li-Nong St., Beitou Dist., Taipei, Taiwan. cyliu3@vghtpe.gov.tw.
(10)Comprehensive Breast Health Center, Taipei Veterans General Hospital, 
Taipei, Taiwan. cyliu3@vghtpe.gov.tw.
(11)Division of Medical Oncology, Department of Oncology, Taipei Veterans 
General Hospital, Taipei, Taiwan. cyliu3@vghtpe.gov.tw.
(#)Contributed equally

Diffuse large B-cell lymphoma (DLBCL) is characterized by molecular complexity 
and heterogeneity. The SET oncoprotein is overexpressed in B-cell chronic 
lymphocytic leukemia and non-Hodgkin lymphoma. Acting as an intrinsic inhibitor 
of the tumor suppressor protein phosphatase 2A (PP2A), targeting SET has shown 
anti-cancer activity. In this study, we investigated the molecular mechanism of 
SET antagonism in DLBCL. Overexpression of SET resulted in decreased phosphatase 
activities of PP2A and SHP-1, while activating Lyn. Conversely, SET inhibition, 
either through antagonists or siRNA, led to the activation of PP2A and SHP-1, 
resulting in the inactivation of Lyn. Analysis of public datasets revealed 
upregulation of Lyn in late-stage DLBCL samples, which was associated with a 
worse outcome. Ectopic expression of Lyn enhanced the cell viability and 
migratory capacity of DLBCL cells. Notably, Lyn inhibited PP2A and SHP-1 
phosphatase activities, suggesting the existence of a SET/PP2A/SHP-1/Lyn 
feedback loop. Immunohistochemically, SHP-1 levels were negatively correlated 
with pLyn/Lyn levels in DLBCL tissues. Overall, these results suggest that SET 
antagonism to inactivate Lyn represents an attractive approach for DLBCL 
treatment.

© 2025. The Author(s).

DOI: 10.1007/s10238-025-01874-x
PMID: 41171490 [Indexed for MEDLINE]

Conflict of interest statement: Declarations. Conflict of interest: The authors 
declare no competing interests. Ethical approval: Not applicable. Consent for 
publication: Not applicable.",0
"1. Med Oncol. 2025 Oct 31;42(12):537. doi: 10.1007/s12032-025-03101-9.

Statins in the context of precision cancer medicine: important factors to 
consider.

Lagunas-Rangel FA(1).

Author information:
(1)Laboratory of Pharmaceutical Pharmacology, Latvian Institute of Organic 
Synthesis, Aizkraukles 21, Riga, LV-1006, Latvia. 
francisco.lagunas@cinvestav.mx.

Statins, commonly prescribed for hypercholesterolemia, have demonstrated a range 
of anticancer properties, including the induction of apoptosis and ferroptosis, 
modulation of autophagy, and reprogramming of the tumor microenvironment. These 
effects position statins as promising candidates for drug repurposing in 
oncology. However, integrating statins into cancer care will require a precision 
medicine approach. Despite the increasing volume of preclinical data supporting 
statin anticancer effects, clinical evaluation remains limited. To date, only a 
small number of clinical trials have investigated statins in oncology, and these 
have primarily focused on moderate-intensity regimens. Emerging evidence 
suggests that certain statins may be more effective than others as anticancer 
agents, with their therapeutic activity shown to be both dose- and 
time-dependent. This review highlights key considerations for formulating a 
precision cancer medicine framework for statins. These include the chemical 
properties and pharmacokinetics of different statins, interpatient genetic 
variability affecting statin response, biomarkers of statin sensitivity, the 
need to achieve therapeutically relevant concentrations in tumor tissue, 
potential synergies with existing chemotherapeutic agents, and recent advances 
in targeted statin delivery technologies.

© 2025. The Author(s), under exclusive licence to Springer Science+Business 
Media, LLC, part of Springer Nature.

DOI: 10.1007/s12032-025-03101-9
PMID: 41171484 [Indexed for MEDLINE]

Conflict of interest statement: Declarations. Competing interests: The authors 
declare no competing interests. Consent for publication: Not applicable. Consent 
to participate: Not applicable. Ethical approval: Not applicable.",0
"1. Clin Exp Med. 2025 Oct 31;25(1):336. doi: 10.1007/s10238-025-01769-x.

WT1 gene: a potential therapeutic target for multiple cancer treatment 
strategies.

Hirahata T(1), Ul Quraish R(2), Ul Quraish A(1), Ul Quraish S(1), Ul Quraish 
R(1).

Author information:
(1)Hirahata Gene Therapy Laboratory, HIC Clinic #1105. Itocia Office Tower 11F, 
2-7-1. Yurakucho, Chiyoda-Ku, Tokyo, 100-0006, Japan.
(2)Hirahata Gene Therapy Laboratory, HIC Clinic #1105. Itocia Office Tower 11F, 
2-7-1. Yurakucho, Chiyoda-Ku, Tokyo, 100-0006, Japan. reeshan.17@yahoo.com.

The Wilms' Tumor 1 (WT1) gene has attracted significant attention in oncological 
research owing to its involvement in the pathogenesis of a variety of 
malignancies. Initially identified in association with Wilms' tumor, a pediatric 
renal carcinoma, WT1 is now recognized for its broader implications in the 
etiology of multiple cancers, including leukemia, ovarian cancer, and lung 
cancer. This review offers a comprehensive analysis of the historical 
development of WT1 research, explores its mechanisms in cancer progression, and 
assesses its potential as a therapeutic target, with an emphasis on its clinical 
implications for cancer treatment strategies.

© 2025. The Author(s).

DOI: 10.1007/s10238-025-01769-x
PMID: 41171469 [Indexed for MEDLINE]

Conflict of interest statement: Declarations. Conflict of interest: The authors 
declare no competing interests. Ethics approval and consent to participate: This 
manuscript does not involve the use of animal or human data or tissue; 
therefore, ethical approval is not required in this section.",0
"1. Clin Exp Med. 2025 Oct 31;25(1):344. doi: 10.1007/s10238-025-01861-2.

miR-3662 targets CAB39L to promote proliferation and invasion in gastric cancer.

Huang Y(#)(1), Kuang T(#)(1), Liu F(1), Hua D(1), Chen C(1), Xia Z(1), Liu G(2).

Author information:
(1)Department of General Surgery, Yueyang Central Hospital, No. 28 Yueyang 
Avenue, Yueyanglou Diatric, Yueyang, 414100, Hunan, People's Republic of China.
(2)Department of General Surgery, Yueyang Central Hospital, No. 28 Yueyang 
Avenue, Yueyanglou Diatric, Yueyang, 414100, Hunan, People's Republic of China. 
liuguangyuYYDS@163.com.
(#)Contributed equally

Gastric cancer (GC) represents a highly aggressive malignancy within the 
gastrointestinal tract. The expression of miR-3662 exhibits specificity across 
different tumor types, but its precise biological role in GC pathogenesis 
remains poorly understood. Based on the results of bioinformatics analysis, we 
observed that miR-3662 was significantly overexpressed in GC. Subsequently, we 
investigated the biological role of miR-3662 in regulating the malignant 
phenotype of GC cells. Bioinformatics prediction combined with dual-luciferase 
assay confirmed that CAB39L is a direct target of miR-3662. Functional gain- and 
loss-of-function experiments were conducted to explore the impact of the 
miR-3662/CAB39L axis on the malignant characteristics of GC cells, as well as 
its influence on the activation of the AMPK signaling pathway and the expression 
of key glycolytic proteins. The results demonstrated that miR-3662 
overexpression enhanced the proliferation, invasion, and migration of AGS cells, 
upregulated the expression of PFKP and LDHA, while suppressing apoptosis and 
reducing AMPK phosphorylation. Conversely, silencing miR-3662 exhibited opposing 
effects in HGC-27 cells. CAB39L expression was found to be downregulated in GC 
tissues. Upregulation of CAB39L inhibited GC cell proliferation, invasion, and 
migration, decreased the expression of PFKP and LDHA, and increased both 
apoptosis and AMPK activation. Furthermore, overexpression of CAB39L partially 
counteracted the promoting effects of high levels of miR-3662 on the malignant 
biological phenotype of GC cells. In conclusion, this study reveals that 
miR-3662 acts as a carcinogenic regulator in GC by targeting CAB39L, with the 
underlying mechanism potentially involving the modulation of AMPK activation to 
enhance cellular glycolysis.

© 2025. The Author(s).

DOI: 10.1007/s10238-025-01861-2
PMID: 41171453 [Indexed for MEDLINE]

Conflict of interest statement: Declarations. Conflict of interest: The authors 
declare no competing interests. Ethical approval: Not applicable. Consent to 
participate: Not applicable. Consent to publication: All authors have consent to 
publish the paper.",0
"1. Cancer Epidemiol Biomarkers Prev. 2025 Oct 31. doi: 
10.1158/1055-9965.EPI-25-0609. Online ahead of print.

Opportunities to Avoid Invasive Cancer by Diagnosis and Interception of 
Preneoplastic Lesions and Cancer Risk Conditions.

Pradhan P(1), Ghobrial IM(2), Marinac CR(3), O'Donnell EK(2), Syngal S(2), Weeks 
LD(4), Rebbeck TR(2).

Author information:
(1)Harvard University, Boston, United States.
(2)Dana-Farber Cancer Institute, Boston, MA, United States.
(3)Dana-Farber Cancer Institute, Boston, Massachusetts, United States.
(4)Dana-Farber Cancer Institute, United States.

BACKGROUND: Preneoplastic lesions (PNL) represent a state intermediate between 
normal cells and invasive cancer (IC). Individuals diagnosed with PNL are at 
increased risk of developing IC and represent a unique risk group. We estimated 
the proportion of IC that could be intercepted at multiple anatomic sites in 
individuals with PNL.
METHODS: Using a literature survey of the prevalence, latency, and probability 
of progression of PNL to IC, we undertook a sensitivity analysis across 
proportions of IC from 5%-95% that could be intercepted in a cohort of 100,000 
individuals that would be avoided if PNL interception was successful. To 
calculate the number of avoidable IC, we used data that represent 
population-based, high-risk, unselected, and selected PNL case series, and 
calculated the sensitivities and specificities of avoidable ICs.
RESULTS: Substantial invasive cancer reductions could be achieved by 
interception of PNL that precede pancreas, gastric, bladder, prostate, breast, 
colorectal, and skin cancers. Intermediate reduction in cancer incidence was 
observed for lung, and oral cancers. Limited impact on the global burden of 
cancer with interception of PNL are likely for cervical, liver, and esophageal 
cancer as well as myeloma and leukemia. Due to the estimates representing 
varying populations, impacts of a specific PNL or cancer cannot be compared with 
another.
CONCLUSION: We identified substantial variation in the impact that interception 
of PNL would have on the development of IC.
IMPACT: These results may guide research and implementation of studies intended 
to maximize the number of IC that can be avoided by interception of PNL.

DOI: 10.1158/1055-9965.EPI-25-0609
PMID: 41171434",0
"1. Surg Endosc. 2025 Oct 31. doi: 10.1007/s00464-025-12335-7. Online ahead of 
print.

Improved diagnostic accuracy and safety of gel-endoscopic ultrasonography for 
deep submucosal invasion in early gastric cancer.

Fujimoto A(1), Tanaka J(2), Sato N(2), Hara K(2), Suzuki K(2), Kobayashi H(2), 
Nishikawa Y(2), Ono M(2), Yamaguchi K(2), Toba T(2), Matsuda T(2).

Author information:
(1)Department of Gastroenterology and Hepatology, Toho University Omori Medical 
Center, 6-11-1, Omori-Nishi, Otaku, Tokyo, 143-8541, Japan. 
aifujimoto0517@gmail.com.
(2)Department of Gastroenterology and Hepatology, Toho University Omori Medical 
Center, 6-11-1, Omori-Nishi, Otaku, Tokyo, 143-8541, Japan.

BACKGROUND: Accurate diagnosis of the depth of invasion is critical in 
determining appropriate treatment in early gastric cancer (EGC), especially when 
submucosal deep invasion (d-SM) is suspected. The diagnostic accuracy of 
conventional endoscopic ultrasonography (EUS) remains limited; however, the use 
of large volumes of de-aerated water carries a risk of aspiration pneumonia.
METHODS: This retrospective study evaluated the diagnostic performance and 
safety of gel-EUS, a method that uses a transparent, viscous gel instead of 
water. A total of 81 EGC lesions suspected of submucosal invasion were 
investigated: 52 underwent conventional EUS (group W) and 29 underwent gel-EUS 
(group G). The diagnostic sensitivity, specificity, safety outcomes, and 
examination time were compared between the two groups.
RESULTS: Gel-EUS showed significantly higher sensitivity in detecting d-SM 
cancer compared to conventional EUS (83.3% vs. 25.0%), while its specificity was 
somewhat lower (70.6% vs. 89.7%). The examination time was significantly shorter 
in group G (median 3.0 vs. 8.0 min, p < 0.001). Aspiration events occurred less 
frequently in group G (3.7% vs. 13.4%). The single aspiration case in group G 
occurred before the gel infusion. Although midazolam use was higher in group G, 
there were no significant differences in oxygen use, saturation, or blood 
pressure.
CONCLUSIONS: Gel-EUS is a safe and efficient alternative to conventional EUS, 
offering higher sensitivity, shorter examination time, and reduced aspiration 
risk. This novel approach may improve the diagnostic accuracy for deep 
submucosal invasion in EGC and assist in optimal treatment selection.

© 2025. The Author(s), under exclusive licence to Springer Science+Business 
Media, LLC, part of Springer Nature.

DOI: 10.1007/s00464-025-12335-7
PMID: 41171422

Conflict of interest statement: Declarations. Disclosures: All authors (Ai 
Fujimoto, Junji Tanaka, Nobuyuki Sato, Kenzo Hara, Keita Suzuki, Hikari 
Kobayashi, Yusuke Nishikawa, Masashi Ono, Kazuhisa Yamaguchi, Takahito Toba, 
Takahisa Matsuda) have no conflicts of interest or financial ties to disclose.",0
"1. Cancer Epidemiol Biomarkers Prev. 2025 Oct 31. doi: 
10.1158/1055-9965.EPI-25-0833. Online ahead of print.

Design and creation of a racially diverse lung cancer registry with detailed 
genomic and environmental annotation.

Cui L(1), Lee J(2), Miller J(2), Tang M(3), Abedian S(1), Altorki NK(4), Crupi 
RS(5), Groner L(6), Lindeman NI(2), Pinheiro LC(7), Tamimi RM(1), Villena-Vargas 
J(2), Vachani A(8), Barta JA(9), Gao HO(3), Sholle E(2), Solomon JP(10), Garcia 
CA(2), Choi E(1), Shieh Y(1).

Author information:
(1)Weill Cornell Medicine, New York City, United States.
(2)Weill Cornell Medicine, New York, NY, United States.
(3)Cornell University, United States.
(4)Weill Medical College of Cornell University, New York, NY, United States.
(5)NewYork-Presbyterian Hospital, United States.
(6)Weill Cornell Medicine, New York, United States.
(7)Weill Cornell Medicine, New York, New York, United States.
(8)University of Pennsylvania, Philadelphia, United States.
(9)Thomas Jefferson University, Philadelphia, PA, United States.
(10)Weill Cornell Medical College, New York, NY, United States.

BACKGROUND: The proportion of lung cancers affecting individuals who have never 
smoked is growing, with these cancers being prone to harboring mutations in the 
epidermal growth factor receptor (EGFR) gene. Little is known about risk factors 
and prognostic indicators for EGFR-mutant cancers, with current research limited 
by the scarcity of datasets integrating genomic, clinical, and environmental 
data.
METHODS: We created the Meyer Cancer Center-Molecularly Enhanced Lung cancer 
Database (MCC-MELD) including lung cancer cases from a large catchment area in 
New York City. We identified cases through linkage to our institution's cancer 
registry and a clinician-initiated, manually curated database. We linked all 
cases to the electronic health record and in-house tumor genomic testing 
results. We used natural language processing (NLP) to extract unstructured 
genomic testing results and detailed smoking history. We linked geocoded 
addresses to detailed area-level measures.
RESULTS: MCC-MELD contains 9,573 lung cancer patients diagnosed 1988-2024, of 
whom 20% were non-Hispanic Asian, 14% were non-Hispanic Black, and 8% were 
Hispanic. We identified 1,092 (11.4%) EGFR-mutant cancers, with NLP identifying 
397 cases not identified by structured data. NLP showed high accuracy in 
ascertaining EGFR status (97%) and quantitative smoking history variables 
(90-98%). Never-smokers made up 16% of the cases in MCC-MELD.
CONCLUSIONS: MCC-MELD is an NLP-enhanced database containing clinical 
information, genomic testing results, and linkages to area-level data for lung 
cancer patients from a diverse urban setting.
IMPACT: This resource can facilitate studies on lung cancer risk factors, 
treatment patterns, and outcomes by EGFR and other driver mutation status.

DOI: 10.1158/1055-9965.EPI-25-0833
PMID: 41171411",0
