pmid,abstract
41204712,"1. Aging Male. 2025 Dec 11;28(1):2578633. doi: 10.1080/13685538.2025.2578633.
Epub  2025 Nov 7.

Biomarker-driven mechanisms and therapeutic targets for prostate diseases 
through mendelian randomization and molecular docking.

Lu L(1), Shen J(2), Chen Z(2), Zhang J(1), Gong X(2), Pan H(1), Luo X(1), Meng 
S(1), Zheng Y(1)(3).

Author information:
(1)Department of Surgery, the Fourth Affiliated Hospital of School of Medicine, 
and International School of Medicine, International Institutes of Medicine, 
Zhejiang University, Yiwu, China.
(2)Department of Urology, the Fourth Affiliated Hospital of School of Medicine, 
and International School of Medicine, International Institutes of Medicine, 
Zhejiang University, Yiwu, China.
(3)Department of Thyroid Surgery, 2nd Affiliated Hospital, Zhejiang University 
School of Medicine, Hangzhou, China.

BACKGROUND: Prostate diseases, comprising prostatitis, benign prostatic 
hyperplasia (BPH), and prostate cancer (PCA), represent substantial public 
health burdens. This study aimed to clarify biomarker-disease relationships and 
identify potential therapeutic targets for prostate disorders using a Mendelian 
Randomization (MR) framework.
METHODS: We conducted two-sample MR analyses using genome-wide association data. 
Causal effects were estimated using complementary MR methods. To identify 
therapeutic targets, MR findings were integrated with DrugBank, protein-protein 
interaction networks, bulk RNA sequencing, and molecular docking.
RESULTS: Six biomarkers showed causal effects on prostate diseases: URK on 
prostatitis; GGT and TBIL on BPH; and UCR, PHOS, and BUN on PCA. Functional 
integration highlighted MPO and TUBB as drug targets for BPH, while docking 
implicated MET and ATP8B1 in BPH and GATA3 and ENPP3 in PCA. Drug repurposing 
suggested dexamethasone for BPH and colchicine and metformin for PCA.
CONCLUSION: This study provides genetic evidence linking biomarkers to prostate 
diseases and identifies novel druggable targets and repurposing opportunities, 
offering mechanistic insights and prospects for precision therapy.

Plain Language Summary: This article applies two-sample Mendelian randomization 
to establish causal relationships between circulating biomarkers and prostate 
diseases.Identified six key biomarkers with significant causal effects on 
prostatitis, BPH, and prostate cancer.Integrated DrugBank, protein–protein 
interaction networks, and bulk RNA-seq to reveal novel drug target 
genes.Molecular docking and drug prediction suggested dexamethasone as a 
candidate for BPH, and colchicine and metformin as potential therapies for 
prostate cancer.Provides new insights into biomarker-driven mechanisms and 
therapeutic opportunities for prostate disorders.

DOI: 10.1080/13685538.2025.2578633
PMID: 41204712 [Indexed for MEDLINE]"
41204710,"1. Nutr Cancer. 2025 Nov 7:1-11. doi: 10.1080/01635581.2025.2582236. Online ahead
 of print.

Evaluation of the Relationship Between Sarcopenia, Nutritional Status, and 
Frailty in Older Patients with Cancer.

Doğan Akagündüz D(1), Şahin H(2), Akagündüz B(3)(4).

Author information:
(1)Department of Nutrition and Dietetics, Erzincan Binali Yildirim University 
Mengücek Gazi Training and Research Hospital, Erzincan, Turkey.
(2)Department of Nutrition and Dietetics, Faculty of Health Science, Binali 
Yildirim University, Erzincan, Türkiye.
(3)Department of Medical Oncology, Erzincan Binali Yildirim University Medical 
School, Erzincan, Turkey.
(4)King Hamad University Hospital, Bahrain Oncology Center, Muharraq, Bahrain.

Sarcopenia, malnutrition, and frailty frequently coexist in older adults with 
cancer, adversely affecting treatment tolerance, functional independence, and 
survival. While comprehensive geriatric assessment (CGA) is the gold standard 
for frailty evaluation, its resource-intensive nature limits routine use, and 
simple tools are needed. This cross-sectional study included 291 patients aged 
≥70 years with histologically confirmed cancer, evaluated at a oncology 
outpatient clinic between January and November 2024. Sarcopenia was defined 
according to EWGSOP2 criteria: handgrip strength (HGS) and skeletal muscle index 
(SMI) by bioelectrical impedance analysis (BIA). Nutritional status was assessed 
with the Mini Nutritional Assessment-Short Form (MNA-SF), and frailty was 
defined as G8 ≤ 14. Additional measures included SARC-F, Mini-Mental State 
Examination (MMSE), and Geriatric Depression Scale. The median age was 74 years, 
and 53% were male. Possible sarcopenia was identified in 39.5%, confirmed 
sarcopenia in 33.7%, severe sarcopenia in 26.8%. Nutritional risk was observed 
in 66.7%, and frailty in 44.7%. Frailty correlated strongly with nutritional 
status and moderately with muscle strength and mass. In multivariable analysis, 
low HGS, low SMI, nutritional risk, and depression independently predicted 
frailty. ROC analysis showed, G8 with HGS and nutritional assessment improved 
predictive accuracy. These findings highlight that simple measures enhance 
frailty detection and may support personalized care.

DOI: 10.1080/01635581.2025.2582236
PMID: 41204710"
41204697,"1. J Appl Toxicol. 2025 Nov 7. doi: 10.1002/jat.4981. Online ahead of print.

Toxicological Perspectives on RNA m1A Methylation: Biological Processes and 
Pathological Consequences.

Fu J(1), Huang T(1), Li G(1), Zhang X(1), Tan L(1), Zhu C(1), Zhang W(2), Zhang 
W(1).

Author information:
(1)Department of Public Health and Preventive Medicine, School of Medicine, 
Jinan University, Guangzhou, Guangdong, China.
(2)Key Laboratory of Crop Genetic Improvement of Guangdong Province, Crops 
Research Institute, Guangdong Academy of Agricultural Sciences, Guangzhou, 
China.

RNA N1-methyladenosine (m1A) methylation is dynamically regulated by 
methyltransferases (TRMT6/61/61B/10C), demethylases (ALKBH1/3), and binding 
proteins (YTHDF1/2/3), which collectively fine-tune gene expression through 
site-specific modifications. Exogenous environmental factors such as persistent 
organic pollutants, heavy metals, and radiation can trigger cellular oxidative 
stress and stimulate the secretion of reactive oxygen species and 
senescence-associated secretory phenotypes. The concurrent accumulation of these 
damaging agents, along with dysregulation of intracellular conditions including 
temperature, pH, and divalent metal ion concentrations under pathological 
states, disrupts m1A methylation and alters the expression of associated genes, 
ultimately leading to adverse cellular outcomes. In addition, we searched a 
large number of literature and found that m1A methylation exhibits elevated 
levels in neurodegeneration, ischemia-reperfusion injury, and hepatocellular and 
bladder cancer, whereas decreased levels are observed in Alzheimer's disease and 
myocardial infarction. Correspondingly, methyltransferases and binding proteins 
involved in m1A modification are generally upregulated across multiple disease 
contexts. We propose that m1A methylation serves as a molecular sensor for 
environmental-cell interactions, dynamically regulating gene expression through 
regulators and exerting bidirectional control in disease processes. Given its 
regulatory versatility, m1A modification holds promise for applications in 
toxicological risk assessment, precision medicine, and the development of 
targeted therapies against exogenous factor-induced pathologies.

© 2025 John Wiley & Sons Ltd.

DOI: 10.1002/jat.4981
PMID: 41204697"
41204684,"1. Br J Pharmacol. 2025 Nov 7. doi: 10.1111/bph.70220. Online ahead of print.

CircPTK2 enhances non-small cell lung cancer proliferation by inhibiting 
cellular senescence through stabilizing NFYA and elevating FOXM1.

Li Q(1)(2)(3), Zhao K(4), Shen Y(1)(2), Ying Q(2), Chen B(5), Zhang J(4), Wang 
B(1)(2)(3), Dong S(1)(2)(3), Shi X(1)(2)(3).

Author information:
(1)Department of Respiratory Medicine, Huzhou Central Hospital, Fifth School of 
Clinical Medicine of Zhejiang Chinese Medical University, Huzhou, China.
(2)Department of Respiratory Medicine, Huzhou Central Hospital, Affiliated 
Central Hospital Huzhou University, Huzhou, China.
(3)Huzhou Key Laboratory of Precision Diagnosis and Treatment in Respiratory 
Diseases, Huzhou Central Hospital, Huzhou, China.
(4)Department of Oncology, Huaian Hospital of Huaian City, Huaian, China.
(5)Department of Respiratory Medicine, Huzhou Hospital, Zhejiang University 
School of Medicine, Huzhou, China.

BACKGROUND AND PURPOSE: Cellular senescence, a stress-induced cell cycle arrest 
state, plays a dual role in cancer. Circular RNAs (circRNAs), endogenous 
noncoding RNAs, regulate physiological processes and are linked to diseases 
including cancer. This study investigates the role and mechanism of circPTK2 in 
non-small cell lung cancer (NSCLC).
EXPERIMENTAL APPROACH: Lentivirus-mediated knockdown or overexpression of 
circPTK2 were used to assess effects on proliferation and senescence. circPTK2 
expression in NSCLC tissues was examined using tissue microarrays and in situ 
hybridization. RNA-seq identified circPTK2-regulated signalling pathways and 
downstream targets. Transcriptional regulation of FOXM1 by NFYA was investigated 
using chromatin immunoprecipitation (ChIP) and dual-luciferase reporter assays. 
Co-immunoprecipitation (Co-IP) was conducted to assess the interaction between 
NFYA and MDM2, as well as NFYA ubiquitination.
KEY RESULTS: circPTK2 was highly expressed in NSCLC tissues and was associated 
with poor prognosis. Knockdown of circPTK2 significantly inhibited cancer cell 
growth and enhanced cellular senescence. RNA-seq analysis identified FOXM1 as a 
downstream target of circPTK2. Database predictions suggested that NFYA could 
transcriptionally regulate FOXM1. Knockdown of circPTK2 induced NFYA 
degradation. circPTK2 was found to bind to the E3 ubiquitin ligase MDM2 in the 
cytoplasm, thereby preventing MDM2 from interacting with the transcription 
factor NFYA. This interaction blocked MDM2-mediated ubiquitylation and 
degradation of NFYA. Additionally, NFYA bound to the FOXM1 gene promoter, 
ultimately leading to the up-regulation of FOXM1 and suppression of cellular 
senescence.
CONCLUSIONS AND IMPLICATIONS: Elevated circPTK2 expression correlates with 
poorer survival, representing a potential therapeutic target in NSCLC.

© 2025 British Pharmacological Society.

DOI: 10.1111/bph.70220
PMID: 41204684"
41204682,"1. ACS Appl Bio Mater. 2025 Nov 7. doi: 10.1021/acsabm.5c01310. Online ahead of 
print.

Induction of Carbodiimide Coupling of Alendronate to Chitosan with Samarium 
Entrapment and NaDyF(4)@NaYF(4):Nd(3+) in PVA Double-Layered Hydrogel for 
Photothermal Therapy and Bone Remodeling.

Murugan D(1), Kumar A(2), Dhayalan A(2), Kannan S(1).

Author information:
(1)Centre for Nanoscience and Technology, Pondicherry University, Puducherry 605 
014, India.
(2)Department of Biotechnology, Pondicherry University, Puducherry 605 014, 
India.

The combination of challenges associated with osteosarcoma treatment emerges 
from the inadequacy of conventional cancer therapies to heal the extensive bone 
defects generated following tumor excision. On the other hand, the 
bone-regeneration approach lacks in mitigating the risk of tumor recurrence. 
This therapeutic gap demands the necessity of a multifunctional approach that 
simultaneously inhibits cancer recurrence and promotes the process of bone 
regeneration. The extensively employed traditional photosensitizers display 
limited anticancer activity and lack regenerative properties. These constraints 
are circumvented through the development of a bilayer Janus hydrogel that 
integrates NaDyF4@NaYF4:Nd3+ nanophosphors within a poly(vinyl alcohol) (PVA) 
layer, while a chitosan layer encompasses functionalized alendronate and 
samarium. This multifunctional hydrogel, developed through a freeze-thaw 
process, exhibited strong photothermal activity and also demonstrated efficacy 
in eradicating MG63 osteosarcoma cells in vitro. Further, the typical 
extracellular matrix resemblance characteristic of the hydrogel demonstrated 
better cell proliferation and osteogenic differentiation of MG63 cells and 
promoted vascularization in the CAM model. Moreover, the presence of lanthanides 
in the hydrogel facilitates multimodal imaging characteristics of magnetic 
resonance imaging (MRI), computed tomography (CT), and near-infrared (NIR) 
luminescence. Thus, the synergistic effect of encompassing localized cancer 
therapy and efficient bone restoration offers a promising strategy to treat bone 
tumors.

DOI: 10.1021/acsabm.5c01310
PMID: 41204682"
41204681,"1. Hematol Oncol. 2025 Nov;43(6):e70151. doi: 10.1002/hon.70151.

Fatigue, Neuropathy and Psychological Distress and Their Association With 
Health-Related Quality of Life in Survivors of Diffuse Large B-Cell Lymphoma: A 
Prospective Cohort Study and Comparison With a Normative Population.

Neppelenbroek SIM(1), Ekels A(1)(2), Kersten MJ(3), Issa DE(4), Thielen N(5), 
van de Poll-Franse LV(1)(2), Oerlemans S(2).

Author information:
(1)Department of Psychosocial Research, Division of Psychosocial Research & 
Epidemiology, The Netherlands Cancer Institute, Amsterdam, the Netherlands.
(2)Department of Research & Development, Netherlands Comprehensive Cancer 
Organisation (IKNL), Utrecht, the Netherlands.
(3)Department of Hematology, Amsterdam University Medical Centers, Location 
University of Amsterdam, Cancer Center Amsterdam, Amsterdam, the Netherlands.
(4)Department of Hematology, Jeroen Bosch Ziekenhuis, Den Bosch, the 
Netherlands.
(5)Department of Internal Medicine, Diakonessenhuis, Utrecht, the Netherlands.

We investigated the course of fatigue, neuropathy, psychological distress and 
their impact on HRQoL among diffuse large B-Cell Lymphoma (DLBCL) survivors up 
to 13 years after diagnosis, and compared it to an age- and sex-matched 
population. DLBCL survivors diagnosed between 2004 and 2011, who survived 
≥ 1 year were selected from the Netherlands Cancer Registry. Survivors completed 
annual questionnaires 2009-2019, including EORTC QLQ-C30, EORTC CLL-17 and the 
Hospital Anxiety and Depression Scale. Linear mixed models were used to assess 
symptom trends and HRQoL associations over time. 302 survivors (response rate 
84%) completed a median of three questionnaires. Fatigue improved slightly over 
time but neuropathy and psychological distress remained unchanged; persistent 
symptoms were reported by 25%, 28%, and 23% of survivors, respectively. 
Having two or more comorbidities was associated with higher symptom levels 
(βfatigue = 7.8, p-value < 0.001; βneuropathy = 6.7, p-value = 0.003; 
βpsychological distress = 2.2, p-value < 0.001). Having received seven to eight 
cycles of (R-)CHOP14 was associated with higher neuropathy levels (β = 14.5, 
p < 0.001) and non-(R-)CHOP treatments were associated to high fatigue levels 
(β = 14.0, p-value = 0.02) and psychological distress (β = 4.3, p-value = 0.01). 
Higher symptom levels were associated with poorer HRQoL. One in four DLBCL 
survivors reported persistent fatigue, neuropathy or psychological distress, 
negatively impacting their HRQoL. Routine symptom monitoring is essential to 
identify needs and guide supportive care referrals.

© 2025 John Wiley & Sons Ltd.

DOI: 10.1002/hon.70151
PMID: 41204681 [Indexed for MEDLINE]"
41204677,"1. Br J Clin Pharmacol. 2025 Nov 7. doi: 10.1002/bcp.70339. Online ahead of
print.

Comment on: 'Association of concomitant proton pump inhibitor use with worse 
survival outcomes in patients with advanced gastric cancer receiving 
ramucirumab'-The composition of the 'non-PPI user' group as a confounding 
factor.

Mao G(1), Liu M(1), Wang H(1).

Author information:
(1)Department of Pharmacy, Danyang People's Hospital and Danyang Hospital 
Affiliated to Nantong University, Zhenjiang, Jiangsu Province, China.

DOI: 10.1002/bcp.70339
PMID: 41204677"
41204675,"1. Stem Cells Dev. 2025 Nov 7. doi: 10.1177/15473287251393202. Online ahead of 
print.

POSTN+ Cancer-Associated Fibroblasts Promote Gastric Cancer Invasion by 
Activating AKT Signaling.

Xu X(1), You T(1), Sun Z(1), Bai C(1), Han Q(2), Zhao RC(2).

Author information:
(1)Department of Medical Oncology, Peking Union Medical College Hospital, 
Chinese Academy of Medical Sciences & Peking Union Medical College, Beijing, 
China.
(2)School of Basic Medicine, Institute of Basic Medical Sciences, Chinese 
Academy of Medical Sciences, Peking Union Medical College, Beijing, China.

Metastasis is the primary cause of death in advanced/recurrent cancer patients. 
Cancer metastatic capability depends not only on cancer cells but also on the 
cancer microenvironment, particularly cancer-associated fibroblasts (CAFs), a 
highly heterogeneous population. Our prior work identified a POSTN-secreting 
CAFs subpopulation linked to gastric cancer (GC) invasion and poor survival. The 
Cancer Genome Atlas analysis in GC showed POSTN association with 
epithelial-mesenchymal transition and extracellular matrix degradation pathways. 
In vitro, GC exosomes induced adipose-derived mesenchymal stem cells (MSCs) into 
POSTN-expressing CAFs. Lentiviral POSTN overexpression in CAFs enhanced GC cell 
migration/invasion, while knockdown had the opposite effect. These results were 
validated in a nude mouse GC model. As POSTN is an integrin ligand, 
POSTN-positive CAFs (POSTN+ CAFs) activated integrin downstream AKT signaling. 
AKT inhibition significantly diminished the pro-migratory/invasive effect of 
POSTN-overexpressing CAFs. In summary, POSTN+ CAFs promote GC invasion via AKT 
pathway activation.

DOI: 10.1177/15473287251393202
PMID: 41204675"
41204672,"1. Thyroid. 2025 Nov 6. doi: 10.1177/10507256251393208. Online ahead of print.

The Prognostic Value of Immunohistochemical Biomarkers in Medullary Thyroid 
Carcinoma: A Systematic Review and Meta-Analysis.

Schonebaum LE(1), Oudijk L(2), Stegenga MT(1), Bramer WM(3), Derakhshan A(1), 
van Kemenade FJ(2), Visser WE(1), Peeters RP(1).

Author information:
(1)Department of Internal Medicine, Academic Center for Thyroid Diseases, 
Erasmus MC, Erasmus University Medical Center Rotterdam, Rotterdam, The 
Netherlands.
(2)Department of Pathology, Academic Center for Thyroid Diseases, Erasmus MC, 
Erasmus University Medical Center Rotterdam, Rotterdam, The Netherlands.
(3)Medical Library, Erasmus MC, Erasmus University Medical Center Rotterdam, 
Rotterdam, The Netherlands.

Background: The prognosis and disease course of medullary thyroid carcinoma 
(MTC) can vary widely among patients. Effective risk stratification is important 
for ensuring timely treatment and personalized follow-up. Biomarkers can enhance 
risk stratification and guide the development of targeted anticancer therapies 
and imaging techniques. While numerous studies have explored various 
immunohistochemical biomarkers in MTC, an overview is still lacking. This study 
aimed to provide a comprehensive overview of immunohistochemical biomarkers and 
their role in the prognosis of MTC patients, with a primary focus on overall 
survival (OS). Methods: This review was preregistered in PROSPERO 
(CRD42023469437). A systematic search was performed using the online medical 
databases Embase, MEDLINE (Ovid), and Cochrane. Quality was assessed using an 
adapted scoring system based on the REMARK criteria and the Quality in Prognosis 
Studies tool. The primary outcome was OS. Secondary outcomes included other 
types of survival and associations with clinicopathological risk factors and 
recurrence. Results: Of 2992 studies, 108 were included, investigating 170 
unique biomarkers and with sample sizes ranging from 11 to 327 participants. The 
majority (72%) were reported in only one article. A minority of studies were 
rated as high quality (28%). Markers of proliferation Ki-67 (Ki-67) and 
programmed cell death-ligand 1 (PD-L1) were significantly associated with OS 
(hazard ratio [HR]: 6.67, confidence interval [CI]: 1.43-31.18 and HR: 3.34, CI: 
1.18-9.51). Conclusions: Our systematic review provides a comprehensive 
synthesis of the literature on immunohistochemical biomarkers in MTC and 
highlights the need for high-quality validation studies. Our meta-analysis 
confirms the prognostic value of Ki-67, although with varying certainty due to 
large differences in study quality. Furthermore, we describe the association of 
PD-L1 positivity with poorer OS, increased recurrence, and more aggressive 
clinicopathological features, which supports the rationale for further 
investigating the potential of anti-PD-1/PD-L1 immunotherapy for advanced MTC.

DOI: 10.1177/10507256251393208
PMID: 41204672"
41204580,"1. Medicine (Baltimore). 2025 Nov 7;104(45):e44568. doi: 
10.1097/MD.0000000000044568.

Bibliometric and visual analysis of global research on primary liver cancer from 
2014 to 2024.

Wang Y(1)(2), Hui Y(2)(3), Cai C(2).

Author information:
(1)School of Basic Medical Sciences, Hebei University of Traditional Chinese 
Medicine, Shijiazhuang, China.
(2)Department of Traditional Chinese Medicine, Hebei General Hospital, 
Shijiazhuang, China.
(3)Clinical College of Integrated Traditional Chinese and Western Medicine, 
Tianjin University of Traditional Chinese Medicine, Tianjin, China.

OBJECTIVE: To evaluate the quantity and quality of global research on primary 
liver cancer (PLC) over the past decade, visualize research hotspots, and reveal 
trends in PLC research.
METHODS: A comprehensive search was conducted in the Web of Science Core 
Collection for academic publications from January 1, 2014 to January 1, 2024. 
VOSviewer and CiteSpace were used to analyze and visualize research trends and 
hotspots.
RESULTS: A total of 1728 articles from 69 countries were included in the study, 
with China and the United States being the leading contributors. The number of 
publications related to primary liver cancer has increased annually. Major 
research institutions involved in this field include Fudan University, Sun 
Yat-Sen University, among others. A total of 11,001 authors from around the 
world have published papers; among them, McGlynn, Kokudo Norihiro, and Kudo 
Masatoshi published the most articles, while Llovet JM is the most frequently 
cited author in this field. Frontiers in Oncology is the most popular journal in 
the field of liver cancer, while Hepatology is the most co-cited journal. In 
recent years, terms such as ""multicenter,"" ""open label,"" and ""safety"" have 
gained increasing attention and development.
CONCLUSION: Our findings offer valuable insights and references for the 
development of key areas in PLC and contribute to future research.

Copyright © 2025 the Author(s). Published by Wolters Kluwer Health, Inc.

DOI: 10.1097/MD.0000000000044568
PMID: 41204580 [Indexed for MEDLINE]

Conflict of interest statement: The authors have no funding and conflicts of 
interest to disclose."
