id,authors,year_of_publication,title,abbreviation,journal_name,journal_volume,journal_issue,pages,created_at,updated_at      ,pmid,abstract
354,"Liyana-Pathirana C.M., Shahidi F.",2006,Antioxidant properties of commercial soft and hard winter wheats (Triticum aestivum L.) and their milling fractions,LIYANA-PATHIRANA 2006_01,Journal of the Science of Food and Agriculture,86,,477-485,2015-04-13 21:45:25 UTC,2015-04-13 21:45:25 UTC      ,,"The total phenolic content (TPC), total antioxidant activity (TAA), 2,2-diphenyl-1-picrylhydrazyl (DPPH) scavenging capacity, inhibition of coupled oxidation in a β-carotene-linoleate model system, iron(II) chelation activity and inhibition of copper-induced oxidation of human low-density lipoprotein (hLDL) cholesterol of 80% ethanolic extracts of soft and hard winter wheat samples and their milling fractions, namely flour, germ, bran and shorts, were investigated. Soft wheat extracts examined demonstrated higher TPC and TAA compared to those of hard wheat extracts. The germ fraction possessed the highest TPC, followed by bran, shorts, whole grain and flour for both wheat types examined. The TAA of both wheat types showed similar results except that shorts performed better than bran in this assay. Free radical scavenging properties of whole grain and milling fractions of both soft and hard wheat samples were examined against DPPH radical. The germ and flour fractions demonstrated the highest and lowest DPPH radical scavenging activity, respectively, among wheat fractions. Wheat extracts were also efficient in preventing bleaching of β-carotene, which is also known to be free radical mediated. In the iron(II) chelation assay the flour extracts demonstrated excellent activity, while the germ extracts showed a weak activity. The trends were similar in both soft and hard wheat for the iron(II) chelation assay. Wheat extracts also inhibited copper-induced oxidation of hLDL. In LDL oxidation assay, wheat extracts performed better than the reference antioxidant, ferulic acid. Thus wheat phenolics may serve as effective antioxidative components as measured by in vitro techniques. © 2005 Society of Chemical Industry."
357,"Liyana-Pathirana C.M., Shahidi F.",2006,Importance of insoluble-bound phenolics to antioxidant properties of wheat,LIYANA-PATHIRANA 2006_02,Journal of Agricultural and Food Chemistry,54,,1256-1264,2015-04-13 21:45:25 UTC,2015-04-14 13:47:48 UTC      ,16478245.0,"1. J Agric Food Chem. 2006 Feb 22;54(4):1256-64. doi: 10.1021/jf052556h.

Importance of insoluble-bound phenolics to antioxidant properties of wheat.

Liyana-Pathirana CM(1), Shahidi F.

Author information:
(1)Department of Biology, Memorial University of Newfoundland, St. John's, 
Newfoundland, A1B 3X9, Canada.

Two commercial samples of soft (70% Canadian Eastern soft red spring and 30% 
Canadian Eastern soft white winter) and hard (90% Canadian western hard red 
spring and 10% Canadian Eastern hard red winter) wheats were used to obtain 
different milling fractions. Phenolics extracted belonged to free, soluble 
esters and insoluble-bound fractions. Soluble esters of phenolics and 
insoluble-bound phenolics were extracted into diethyl ether after alkaline 
hydrolysis of samples. The content of phenolics was determined using 
Folin-Ciocalteu's reagent and expressed as ferulic acid equivalents (FAE). The 
antioxidant activity of phenolic fractions was evaluated using Trolox equivalent 
antioxidant capacity, 2,2-diphenyl-1-picrylhydrazyl radical scavenging, reducing 
power, oxygen radical absorbance capacity, inhibition of oxidation of human 
low-density lipoprotein cholesterol and DNA, Rancimat, inhibition of 
photochemilumenescence, and iron(II) chelation activity. The bound phenolic 
content in the bran fraction was 11.3 +/- 0.13 and 12.2 +/- 0.15 mg FAE/g 
defatted material for hard and soft wheats, respectively. The corresponding 
values for flour were 0.33 +/- 0.01 and 0.46 +/- 0.02 mg FAE/g defatted sample. 
The bound phenolic content of hard and soft whole wheats was 2.1 (+/-0.004 or 
+/-0.005) mg FAE/g defatted material. The free phenolic content ranged from 0.14 
+/- 0.004 to 0.98 +/- 0.05 mg FAE/g defatted milling fractions of hard and soft 
wheats examined. The contribution of bound phenolics to the total phenolic 
content was significantly higher than that of free and esterified fractions. In 
wheat, phenolic compounds were concentrated mainly in the bran tissues. In the 
numerous in vitro antioxidant assays carried out, the bound phenolic fraction 
demonstrated a significantly higher antioxidant capacity than free and 
esterified phenolics. Thus, inclusion of bound phenolics in studies related to 
quantification and antioxidant activity evaluation of grains and cereals is 
essential.

DOI: 10.1021/jf052556h
PMID: 16478245 [Indexed for MEDLINE]"
1049,"Llorach R., Urpi-Sarda M., Jauregui O., Monagas M., Andres-Lacueva C.",2009,An LC-MS-based metabolomics approach for exploring urinary metabolome modifications after cocoa consumption,LLORACH 2009,J Proteome Res,8,11,5060-8,2015-04-13 21:45:29 UTC,2015-04-14 13:47:48 UTC      ,19754154.0,"1. J Proteome Res. 2009 Nov;8(11):5060-8. doi: 10.1021/pr900470a.

An LC-MS-based metabolomics approach for exploring urinary metabolome 
modifications after cocoa consumption.

Llorach R(1), Urpi-Sarda M, Jauregui O, Monagas M, Andres-Lacueva C.

Author information:
(1)Department of Nutrition and Food Science, XaRTA-INSA, Pharmacy Faculty, 
University of Barcelona, Barcelona, Spain.

Cocoa-phytochemicals have been related to the health-benefits of cocoa 
consumption. Metabolomics has been proposed as a powerful tool to characterize 
both the intake and the effects on the metabolism of dietary components. Human 
urine metabolome modifications after single cocoa intake were explored in a 
randomized, crossed, and controlled trial. After overnight fasting, 10 subjects 
consumed randomly either a single dose of cocoa powder with milk or water, or 
milk without cocoa. Urine samples were collected before the ingestion and at 
0-6, 6-12, and 12-24-h after test-meals consumption. Samples were analyzed by 
HPLC-q-ToF, followed by multivariate data analysis. Results revealed an 
important effect on urinary metabolome during the 24 h after cocoa powder 
intake. These changes were not influenced by matrix as no global differences 
were found between cocoa powder consumption with milk or with water. Overall, 27 
metabolites related to cocoa-phytochemicals, including alkaloid derivatives, 
polyphenol metabolites (both host and microbial metabolites) and 
processing-derived products such as diketopiperazines, were identified as the 
main contributors to the urinary modifications after cocoa powder intake. These 
results confirm that metabolomics will contribute to better characterization of 
the urinary metabolome in order to further explore the metabolism of 
phytochemicals and its relation with human health.

DOI: 10.1021/pr900470a
PMID: 19754154 [Indexed for MEDLINE]"
1174,"Lo Scalzo R., Genna A., Branca F., Chedin M., Chassaigne H.",2008,Anthocyanin composition of cauliflower (Brassica oleracea L. var. botrytis) and cabbage (B. oleracea L. var. capitata) and its stability in relation to thermal treatments,LO SCALZO 2008,Food Chemistry,107,1,136-44,2015-04-13 21:45:30 UTC,2015-04-13 21:45:30 UTC      ,,"Violet cauliflower and red cabbage were analysed for their anthocyanin profiles before and after thermal treatments. Anthocyanins are well-noted as healthy compounds due to their antioxidant properties. Samples were analysed for total anthocyanin content by using a spectrophotometric differential pH method. An MS-based method, combining high-performance liquid chromatography (HPLC) with quadrupole tandem mass spectrometry (HPLC-MS/MS) was developed, aimed to separate, identify and quantify the main anthocyanin forms. The procedure involves a rapid and efficient pre-treatment of the samples by solid-phase extraction, followed by selective determination of all compounds in a single run analysis using HPLC-MS/MS. Structural information for the identification of compounds was obtained from their fragmentation patterns (MS/MS spectra). The compounds were separated by HPLC and detected in the multiple reaction monitoring mode (MRM), which provides a high level of selectivity for targeting the analytes in vegetables. Cauliflower and red cabbage showed differences in their anthocyanin profiles: cyanidin-3,5-diglucoside was absent in cauliflower, while it was well represented in red cabbage, together with the characteristic anthocyanin of Brassica genus, cyanidin-3-sophoroside-5-glucoside. The p-coumaryl and feruloyl esterified forms of cyanidin-3-sophoroside-5-glucoside were predominant in cauliflower, while the sinapyl one was mostly present in red cabbage. Besides, the stability of cauliflower's anthocyanin profile was evaluated in relation to thermal pre-treatments. All thermal treatments, except microwave heating, drastically reduced total cauliflower anthocyanin content. The amount of individual anthocyanins was expressed as the percentage with respect to total anthocyanin amount, spectrophotometrically measured. Significant individual changes were observed after different thermal treatment with an isomer formation. © 2007 Elsevier Ltd. All rights reserved."
1187,"Lo Scalzo R., Fibiani M., Mennella G., Rotino G.L., Dal Sasso M., Culici M., Spallino A., Braga P.C.",2010,Thermal Treatment of Eggplant (Solanum melongena L.) Increases the Antioxidant Content and the Inhibitory Effect on Human Neutrophil Burst,LO SCALZO 2010,Journal of Agricultural and Food Chemistry,58,6,3371-3379,2015-04-13 21:45:30 UTC,2015-04-14 13:47:50 UTC      ,20187646.0,"1. J Agric Food Chem. 2010 Mar 24;58(6):3371-9. doi: 10.1021/jf903881s.

Thermal treatment of eggplant (Solanum melongena L.) increases the antioxidant 
content and the inhibitory effect on human neutrophil burst.

Lo Scalzo R(1), Fibiani M, Mennella G, Rotino GL, Dal Sasso M, Culici M, 
Spallino A, Braga PC.

Author information:
(1)CRA-IAA, Agricultural Research Council, Food Technology Research Unit, via 
Venezian 26, Milan, Italy. roberto.loscalzo@entecra.it

The aim of this study was to compare the amount and activity of phytonutrients 
in raw, grilled, and boiled eggplant fruit using chemical measures and a 
biological assay of oxidative bursts in human neutrophils. The thermally treated 
samples showed various changes in their chemical composition (dry matter, 
soluble solids, acidity, and the amount of alcohol insoluble substances) due to 
the cooking processes and were much richer in the main phenolic compounds such 
as chlorogenic and caffeic acids, which are known to be antioxidants. 
Consequently, their free radical scavenging activity was significantly higher, 
especially that of superoxide anion. The biological assay of oxidative bursts 
from human neutrophils in the presence of 
N-formyl-methionyl-leucyl-phenylalanine confirmed the greater activity of 
extracts of the cooked eggplants with respect to raw eggplants. Successive 
extract dilutions showed a significant activity up to 1.25 microg/mL after 
cooking, while raw fruits resulted in an activity up to 10.00 microg/mL. These 
results showed that the thermal treatment commonly used before consumption can 
increase the content and biological activity of antioxidant compounds of 
eggplants.

DOI: 10.1021/jf903881s
PMID: 20187646 [Indexed for MEDLINE]"
959,"Loke W.M., Jenner A.M., Proudfoot J.M., McKinley A.J., Hodgson J.M., Halliwell B., Croft K.D.",2009,A metabolite profiling approach to identify biomarkers of flavonoid intake in humans,LOKE 2009,J Nutr,139,12,2309-14,2015-04-13 21:45:29 UTC,2015-04-14 13:47:50 UTC      ,19812218.0,"1. J Nutr. 2009 Dec;139(12):2309-14. doi: 10.3945/jn.109.113613. Epub 2009 Oct 7.

A metabolite profiling approach to identify biomarkers of flavonoid intake in 
humans.

Loke WM(1), Jenner AM, Proudfoot JM, McKinley AJ, Hodgson JM, Halliwell B, Croft 
KD.

Author information:
(1)School of Medicine and Pharmacology, University of Western Australia, Royal 
Perth Hospital Unit, Perth, WA 6000, Australia.

Flavonoids are phytochemicals that are widespread in the human diet. Despite 
limitations in their bioavailability, experimental and epidemiological data 
suggest health benefits of flavonoid consumption. Valid biomarkers of flavonoid 
intake may be useful for estimating exposure in a range of settings. However, to 
date, few useful flavonoid biomarkers have been identified. In this study, we 
used a metabolite profiling approach to examine the aromatic and phenolic 
profile of plasma and urine of healthy men after oral consumption of 200 mg of 
the pure flavonoids, quercetin, (-)-epicatechin, and epigallocatechin gallate, 
which represent major flavonoid constituents in the diet. Following enzymatic 
hydrolysis, 71 aromatic compounds were quantified in plasma and urine at 2 and 5 
h, respectively, after flavonoid ingestion. Plasma concentrations of different 
aromatic compounds ranged widely, from 0.01 to 10 micromol/L, with variation 
among volunteers. None of the aromatic compounds was significantly elevated in 
plasma 2 h after consumption of either flavonoid compared with water placebo. 
This indicates that flavonoid-derived aromatic compounds are not responsible for 
the acute physiological effects reported within 2 h in previous human 
intervention studies involving flavonoids or flavonoid-rich food consumption. 
These effects are more likely due to absorption of the intact flavonoid. Our 
urine analysis suggested that urinary 4-ethylphenol, benzoic acid, and 
4-ethylbenzoic acid may be potential biomarkers of quercetin intake and 
1,3,5-trimethoxybenzene, 4-O-methylgallic acid, 3-O-methylgallic acid, and 
gallic acid may be potential markers of epigallocatechin gallate intake. 
Potential biomarkers of (-)-epicatechin were not identified. These urinary 
biomarkers may provide an accurate indication of flavonoid exposure.

DOI: 10.3945/jn.109.113613
PMID: 19812218 [Indexed for MEDLINE]"
482,"Lombard K.A., Geoffriau E., Peffley E.",2002,Flavonoid quantification in onion by spectrophotometric and high performance liquid chromatography analysis,LOMBARD 2002,HortScience,37,4,682-685,2015-04-13 21:45:26 UTC,2015-04-14 13:47:50 UTC      ,,"Direct spectrophotometric determination of quercetin content in onions (Allium cepa L.) was investigated as a possible alternative to high-performance liquid chromatography (HPLC) analysis. Quercetin content in five onion varieties was monitored at 362 nm and quantified using simple spectrophotometric and HPLC methods. HPLC revealed that 3,4′-Qdg and 4′-Qmg comprised up to 93% of total flavonol content detected in the studied varieties. These major quercetin conjugates combined (3,4′-Qdg + 4′-Qmg) and total flavonol conjugates quantified by HPLC correlated closely with spectrophotometer values. Correlation coefficients were 0.96 (P < 0.0001) for 3,4′-Qdg + 4′-Qmg and 0.97 (P < 0.0001) for total flavonol conjugates in onion. Simple spectrophotometric procedure proved to be a valid, efficient, and cost-effective method for the quantification of total quercetin in onion. Chemical names used: quercetin-3,4′-O-diglucoside (3,4′-Qdg); quercetin-4′-O-glucoside (4′-Qmg)."
384,"Lombard K., Peffley E., Geoffriau E., Thompson L., Herring A.",2005,Quercetin in onion (Allium cepa L.) after heat-treatment simulating home preparation,LOMBARD 2005,Journal of Food Composition and Analysis,18,6,571-581,2015-04-13 21:45:25 UTC,2015-04-13 21:45:25 UTC      ,,"Quercetin content in onion (Allium cepa L.), represented mainly by 3,4′-O-quercetin diglucoside (3,4′-Qdg) and 4′-O-quercetin glucoside (4′-Qmg), was examined in five cultivars before and after three cooking treatments (sautéing, baking, and boiling). Baking and sautéing produced a 7-25% gain in quercetin concentration, while boiling produced an 18% decrease in quercetin concentration. Ratios of 3,4′-Qdg to 4′-Qmg in tissues ranged from 1:1.3 and 1:1.7, and combined the two conjugates represented 89-90% of total flavonol content in treatment and raw control means indicating heat stability of the flavonols. Changes in flavonol concentrations as a result of cooking method were consistent across all five cultivars. © 2004 Elsevier Inc. All rights reserved."
178,"Lombardi-Boccia G., Lucarini M., Lanzi S., Aguzzi A., Cappelloni M.",2004,Nutrients and antioxidant molecules in yellow plums (Prunus domestica L.) from conventional and organic productions: a comparative study,LOMBARDI-BOCCIA 2004,Journal of Agricultural and Food Chemistry,52,1,90-94,2015-04-13 21:45:24 UTC,2015-04-14 13:47:51 UTC      ,17447783.0,"1. J Agric Food Chem. 2007 May 16;55(10):4278; author reply 4279-8. doi: 
10.1021/jf0620968. Epub 2007 Apr 21.

Comment on nutrients and antioxidant molecules in yellow plums (Prunus domestica 
L.) from conventional and organic productions: a comparative study.

Davis DR.

Comment on
    J Agric Food Chem. 2004 Jan 14;52(1):90-4. doi: 10.1021/jf0344690.

DOI: 10.1021/jf0620968
PMID: 17447783 [Indexed for MEDLINE]"
54,"Long, H.  Zhu, Y.  Huang, T.  Coury, L.A.  Kissinger, P.T.",2001,Identification and determination of polyphenols in tea by liquid chromatography with multichannel electrochemical detection,LONG 2001,Journal of Liquid Chromatography and Related Technologies,24,8,1105-1114,2003-06-05 14:55:13 UTC,2015-04-13 21:45:23 UTC  ,,
862,"Lopez M., Martinez F., Del Valle C., Orte C., Miro M.",2001,Analysis of phenolic constituents of biological interest in red wines by high-performance liquid chromatography,LOPEZ 2001,Journal of Chromatography A,922,01-Feb,359-63,2015-04-13 21:45:28 UTC,2015-04-14 13:47:52 UTC      ,11486883.0,"1. J Chromatogr A. 2001 Jul 13;922(1-2):359-63. doi:
10.1016/s0021-9673(01)00913-x.

Analysis of phenolic constituents of biological interest in red wines by 
high-performance liquid chromatography.

López M(1), Martínez F, Del Valle C, Orte C, Miró M.

Author information:
(1)Department of Physical Chemistry, Faculty of Pharmacy, University of Granada, 
Spain.

We describe a reversed-phase HPLC method that uses gradient elution and diode 
array detection to determine four biologically active phenolic constituents of 
red wines: gallic acid, trans-resveratrol, quercetin and rutin. The method 
permits direct injection without sample pre-treatment. ODS Hypersil served as 
the stationary phase; the gradient was formed by acetic acid, methanol, and 
water. Each analysis required an equilibration period of 10 min and a run time 
of 50 min for completion. Previously, total phenols were analysed according to 
the Folin-Ciocalteu method, using gallic acid as the standard, and the results 
are given as gallic acid equivalent.

DOI: 10.1016/s0021-9673(01)00913-x
PMID: 11486883 [Indexed for MEDLINE]"
564,"Lopez-Amoros M.L., Hernandez T., Estrella I.",2006,Effect of germination on legume phenolic compounds and their antioxidant activity,LOPEZ-AMOROS 2006,Journal of Food Composition and Analysis,19,"4, After P",277-283,2015-04-13 21:45:26 UTC,2015-04-14 13:47:52 UTC      ,,"This work has studied the effects of varying germination conditions for beans, lentils and peas, at semi-pilot scale, on bioactive compounds such as flavonoid and non-flavonoid phenolic compounds. It has also evaluated the free radical scavenging activity of these samples. The legumes studied contain different hydroxybenzoic acids and aldehydes, hydroxycinnamic acids and derivatives, flavonol glycosides, and flavan-3-ols and procyanidins. The results obtained indicate that germination modifies the quantitative and qualitative phenolic composition of legumes, and the changes depend on the type of legume and the germination conditions. These changes influence the functional properties of the legumes as consequence of the variation in antioxidant activity. Peas and beans undergo a significant increase in antioxidant activity after germination, whereas lentils show a decrease. © 2004 Elsevier Inc. All rights reserved."
1300,"Lopez-Martinez, L.X., Parkin, K.L., Garcia, H.S.",2011,"Phase II-Inducing, Polyphenols Content and Antioxidant Capacity of Corn (Zea mays L.) from Phenotypes of White, Blue, Red and Purple Colors Processed into Masa and Tortillas",LOPEZ-MARTINEZ 2011,Plant Foods for Human Nutrition,66,1,41-47,2015-04-13 21:45:31 UTC,2015-04-14 13:47:53 UTC      ,21327968.0,"1. Plant Foods Hum Nutr. 2011 Mar;66(1):41-7. doi: 10.1007/s11130-011-0210-z.

Phase II-inducing, polyphenols content and antioxidant capacity of corn (Zea 
mays L.) from phenotypes of white, blue, red and purple colors processed into 
masa and tortillas.

Lopez-Martinez LX(1), Parkin KL, Garcia HS.

Author information:
(1)UNIDA, Instituto Tecnologico de Veracruz, MCol. Formando Hogar, Veracruz, 
México.

White, blue, red and purple corns (Zea mays L.) were lime-cooked to obtain masa 
for tortillas. The total phenolics and anthocyanins content, antioxidant 
activity expressed as total reducing power (TRP), peroxyl radical bleaching 
(PRAC), total antioxidant activity (TAA) and quinone reductase (QR) induction in 
the murine hepatoma (Hepa 1 c1c7 cell line) as a biological marker for phase II 
detoxification enzymes were investigated. Among the extracts prepared from raw 
corn varieties the highest concentration of total phenolics, anthocyanins, 
antioxidant index and induction of QR-inducing activity were found in the 
Veracruz 42 (Ver 42) genotype. The nixtamalization process (masa) reduced total 
phenolics, anthocyanins and antioxidant activities and the ability for QR 
induction when was compared to raw grain. Processing masa into tortillas also 
negatively affected total phenolics, anthocyanin concentration, antioxidant 
activities, and QR induction in the colored corn varieties. The blue variety and 
its corresponding masa and tortillas did not induce QR. Ver 42 genotype and 
their products (masa and tortilla) showed the greatest antioxidant activity and 
capacity to induce QR.

DOI: 10.1007/s11130-011-0210-z
PMID: 21327968 [Indexed for MEDLINE]"
100,"Los J., Wilska-Jeszka J., Pawlak M.",2000,Polyphenolic compounds of plums (Prunus domestica),LOS 2000,Polish Journal of Food and Nutrition Sciences,18507,1,35-38,2003-12-05 10:41:49 UTC,2015-04-13 21:45:23 UTC      ,,
1161,"Lou Z., Zhang H., Gong C., Zhu Z., Zhao L., Xu Y., Wang B., Zhang G.",2009,"Analysis of lignans in Schisandra chinensis and rat plasma by high-performance liquid chromatography diode-array detection, time-of-flight mass spectrometry and quadrupole ion trap mass spectrometry",LOU 2009,Rapid Commun Mass Spectrom,23,6,831-42,2015-04-13 21:45:30 UTC,2015-04-14 13:47:53 UTC      ,19222029.0,"1. Rapid Commun Mass Spectrom. 2009 Mar;23(6):831-42. doi: 10.1002/rcm.3931.

Analysis of lignans in Schisandra chinensis and rat plasma by high-performance 
liquid chromatography diode-array detection, time-of-flight mass spectrometry 
and quadrupole ion trap mass spectrometry.

Lou Z(1), Zhang H, Gong C, Zhu Z, Zhao L, Xu Y, Wang B, Zhang G.

Author information:
(1)School of Pharmacy, Second Military Medical University, and Department of 
Pharmacy, Eastern Hepatobiliary Surgery Hospital, Shanghai 200433, China.

High-performance liquid chromatography/diode-array detection (HPLC/DAD), 
time-of-flight mass spectrometry (HPLC/TOFMS) and quadrupole ion trap mass 
spectrometry (HPLC/QIT-MS) were used for separation, identification and 
structural analysis of lignans in Schisandra chinensis and rat plasma after oral 
administration of the herbal extract. Six lignans in Schisandra chinensis 
extract were identified unambiguously by comparing the retention time, their 
characteristic ultraviolet (UV) absorption and accurate mass measurement. A 
formula database of known lignans in Schisandra chinensis was established, 
against which the other 15 lignans were identified effectively based on the 
accurate extract masses and formulae acquired by HPLC/TOFMS. In order to 
distinguish the isomers, multi-stage mass spectrometry (ion trap mass 
spectrometry, MSn) was also used. The fragmentation behavior of the lignans in 
the ion trap mass spectrometer was studied by the six lignan standards, and 
their fragmentation rules in MSn spectra were summarized. These deduced 
fragmentation rules of lignans were successfully implemented in distinguishing 
the three groups of isomers in Schisandra chinensis by HPLC/QIT-MS. By using the 
three different analytical techniques, 21 lignans in Schisandra chinensis were 
identified within 30 min. After oral administration of the extract, 11 lignans 
in rat plasma were detected and identified by comparing their retention time, 
characteristic UV absorption and accurate mass measurement of peaks in 
HPLC/TOFMS chromatograms of the herbal extract. Finally, HPLC/TOFMS fingerprints 
of Schisandra chinensis in vitro and rat plasma in vivo were established. It is 
concluded that a rapid and effective method based on three analytical techniques 
for identification of chemical components was established, which is useful for 
rapid identification of multiple components in Schisandra chinensis in vitro and 
in vivo. In addition, it can provide help for further pharmacology and action 
mechanism study of lignans in Schisandra chinensis.

Copyright (c) 2009 John Wiley & Sons, Ltd.

DOI: 10.1002/rcm.3931
PMID: 19222029 [Indexed for MEDLINE]"
145,"Louche L.M.M., Luro F., Gaydou E.M., Lesage J.C.",2000,Phlorin screening in various citrus species and varieties,LOUCHE 2000,Journal of Agricultural and Food Chemistry,48,10,4728-4733,2015-04-13 21:45:23 UTC,2015-04-14 13:47:54 UTC      ,11052725.0,"1. J Agric Food Chem. 2000 Oct;48(10):4728-33. doi: 10.1021/jf991362x.

Phlorin screening in various citrus species and varieties.

Louche LM(1), Luro F, Gaydou EM, Lesage JC.

Author information:
(1)Laboratoire de Phytochimie de Marseille, Faculté des Sciences et Techniques 
de Saint-Jérôme, Avenue Escadrille Normandie-Niémen, 13397 Marseille Cedex 20, 
France.

Phlorin (3,5-dihydroxyphenyl beta-D-glucopyranoside), an orange peel marker, has 
been searched in 45 species and varieties of Citrus. The phlorin content was 
determined by high-pressure liquid chromatography in juices and aqueous peel 
extracts of these different fruits. The phlorin content in C. reticulata peel 
extract varies from 0 to 1012 mg L(-)(1) with a mean of 162 mg L(-)(1). On the 
contrary, phlorin was not found in mandarin and clementine juices except for 
mandarin ""Commune"" and ""Beauty"" (33 and 30 mg L(-)(1), respectively). In the 14 
species of oranges and varieties, phlorin was detected in juices and peel 
extracts with a mean of 22 and 492 mg L(-)(1), respectively, while for 
grapefruits, means were 108 mg L(-)(1) in juices and 982 mg L(-)(1) for peel 
extracts. Tangors and tangelos which are hybrids (C. reticulata x C. sinensis 
and C. reticulata x C. paradisi, respectively) are characterized by the 
systematic presence of phlorin in peels (mean: 406 and 659 mg L(-)(1), 
respectively) while in juices its presence could be variable (0-73 mg L(-)(1)). 
These heterogeneity and values may be explained by the genetic variability of 
these hybrids and the phlorin content of their parentage group.

DOI: 10.1021/jf991362x
PMID: 11052725 [Indexed for MEDLINE]"
882,"Lu L.J.W., Broemeling L.D., Marshall M.V., Ramanujam V.M.S.",1995,A Simplified Method to Quantify Isoflavones in Commercial Soybean Diets and Human Urine after Legume Consumption,LU 1995,Cancer Epidemiology Biomarkers & Prevention,4,5,497-503,2009-10-06 09:39:13 UTC,2015-04-14 13:47:54 UTC      ,9162309.0,"1. Cancer Epidemiol Biomarkers Prev. 1996 May;5(5):407-8.

A simplified method to quantify isoflavones in commercial soybean diets and 
human urine after legume consumption.

Franke A.

PMID: 9162309 [Indexed for MEDLINE]"
374,"Lugasi A., Almeida D.P.F., Dworschak E.",1999,Chlorogenic acid content and antioxidant properties of potato tubers as related to nitrogen fertilisation,LUGASI 1999,Acta Alimentaria,28,2,183-195,2015-04-13 21:45:25 UTC,2015-04-13 21:45:25 UTC      ,,"The chlorogenic acid and the total polyphenol content were analysed in two different potato varieties (Kennebec, Agria) grown under five different nitrogen fertiliser rates (0, 75, 150, 225, 300 kg ha-1). Chlorogenic acid content ranged between 6.0-22.3 mg kg-1 fresh weight and was not influenced by fertiliser levels. The chlorogenic acid in potato tubers accounted for almost 90% of the total polyphenols. Free radical scavenging and antioxidant acitivities of the tubers were also analysed. Ethanolic extracts of the tubers showed marked hydrogen-donating activity in the experiment using 1,1-diphenyl-2-picrylhydrazyl (DPPH), they had reducing power as measured by the Fe(III)→Fe(II) reaction, but did not exhibit H2O2 scavenging activity assessed with a chemiluminescence method. Potato extracts showed significant, although weak Cu(II)-chelating activity and inhibited the autoxidation of linoleic acid as measured by the thiocyanate method. Chlorogenic acid containing extract of potato, can act as primary and secondary antioxidant in prevention of oxidative stress. The strong correlation between the antioxidant activity and the level of total pholyphenols suggests that the phenolic compounds are important antioxidant components of whole potato tubers. Variety had minimal, while nitrogen fertiliser rate had no effects on the levels of the studied characteristics."
453,"Lugasi A., Hovari J.",2000,Flavonoid aglycons in foods of plant origin I. Vegetables,LUGASI 2000,Acta Alimentaria,29,4,345-352,2015-04-13 21:45:25 UTC,2015-04-13 21:45:25 UTC      ,,"The content of the potentially health-defensive and disease-preventive flavonoids quercetin, kaempferol, myricetin, apigenin and luteolin of 31 vegetables were determined by RP-HPLC with UV detection. Vegetables were purchased at the local markets in Budapest at a period of their most frequent consumption. Quercetin levels in the edible parts of most vegetables were generally below 10 mg kg-1, except for onions (67-121.5 mg kg-1), lettuce (13.5-35.0 mg kg-1), dill (74.5 mg kg-1), broccoli (15.5 mg kg-1) and spinach (272.2 mg kg-1). Kaempferol was below 30 mg kg-1 except for parsnip (66.4 mg kg-1) and leek (45.8 mg kg-1). Myricetin could only be detected in lettuce, Swedish turnip, parsley and celery leaves, and dill. Detectable amount of luteolin was in radishes, some representatives of Brassica, sweet peppers, celery leaves and spinach while apigenin was only in Swedish turnip, celery root and celery leaves. These data provide a basis for the evaluation of the average daily intake of Hungarian population and for an epidemiological evaluation of health-promoting effects of flavonoids."
123,"Lugasi A., Hovari J.",2002,Flavonoid aglycons in foods of plant origin. II. Fresh and dried fruits,LUGASI 2002,Acta Alimentaria,31,1,63-71,2004-04-05 13:53:00 UTC,2015-04-13 21:45:23 UTC      ,,"The content of potentially antioxidant, anticarcinogenic and antiallergic flavonoid aglycons, quercetin, kaempferol, myricetin, apigenin and luteolin of 45 fruits were determined by RP-HPLC with UV detection. Fresh and dried fruits were purchased in the local markets in Budapest at a period of their most frequent consumption. Total flavonoid content of fruits varied between 0-1000 mg kg-1, the average concentration was about 30 mg kg-1 fresh weight. Quercetin could be detected in most fruits, namely in apples, pear, plums, sweet and sour cherry and berries between 10-53 mg kg-1. Luteolin at a concentration of 20 mg kg-1 was found in melons, apples, kiwi and lemon. Myricetin was in detectable amount in redcurrant, and at very high concentration in some berry fruits (mulberry 453 mg kg-1, raspberry 540 mg kg-1, blackberry 636 mg kg-1, strawberry 994 mg kg-1), and in walnut (4565 mg kg-1). Kaempferol and apigenin were not found in the fruits investigated. None of the five flavonoids was found in some variety of grapes, in peach, pear, banana, orange, grapefruit and tangerine, in nuts such as almond, pistachio, nuts, and in dried fruits such as raisin, date, fig and prunes. These data provide a basis for the evaluation of the average daily intake of Hungarian population and for an epidemiological evaluation of health-promoting effects of flavonoids."
